speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	distan	obs-thw	obs-speed	ttc
-1.573468	-1.664231	2.38487187506	1533173671.968666	5.44928992837	2.38474384661	23.349356	0.436598	-0.126233	14.074922	470803.330076	4399217.131324	135.218521	-0.352454	2.290298	31.680851	1.000000	-34.3506996953	-1.39387651946	24.6440048424	3.77874839452
-1.579424	-1.664881	2.36934869496	1533173671.978666	5.42621234998	2.36921673511	23.321890	0.528738	0.021158	14.177157	470803.313103	4399217.115613	135.298737	-0.417692	2.294866	31.702127	1.000000	-34.4181614826	-1.39951980754	24.5928362695	3.7688685025
-1.584370	-1.666275	2.37428184162	1533173671.988667	5.40308405007	2.35442245868	23.321890	0.442301	-0.226101	14.177157	470803.294882	4399217.102338	135.371108	-0.390185	2.299283	31.702127	1.000000	-34.4855346097	-1.40514113636	24.5423991352	3.77942297798
-1.593065	-1.668028	2.34015119468	1533173672.003677	5.38054008308	2.34009475262	23.300526	0.638621	0.000391	14.070344	470803.269565	4399217.078597	135.491738	-0.309720	2.306550	31.723404	1.000000	-34.6199078207	-1.4166772386	24.437399626	3.75682843328
-1.607887	-1.673408	2.33169868162	1533173672.013672	5.34583294282	2.31767485761	23.300526	0.591066	-0.168174	14.070344	470803.251136	4399217.064509	135.572710	-0.274399	2.320689	31.723404	1.000000	-34.6884166376	-1.42051982395	24.4195230877	3.75221850557
-1.613586	-1.674793	2.29360650099	1533173672.023672	5.32263596475	2.29355849265	23.482109	0.585660	0.058968	14.074922	470803.234059	4399217.047888	135.653867	-0.269242	2.325637	31.765957	1.000000	-34.7556296641	-1.4262189168	24.3690707329	3.71982541779
-1.619190	-1.676115	2.27847757239	1533173672.033672	5.29880569882	2.27843197318	23.482109	0.419791	-0.108094	14.074922	470803.216965	4399217.031207	135.735639	-0.279740	2.330481	31.765957	1.000000	-34.8236184379	-1.43195210827	24.3189826229	3.71042968066
-1.624971	-1.677624	2.26349422995	1533173672.043672	5.27492138213	2.26344749523	23.450066	0.481525	-0.029433	14.052033	470803.199860	4399217.014471	135.817778	-0.288724	2.335584	31.787233	1.000000	-34.8904822034	-1.43774308486	24.2675360924	3.70123731481
-1.628242	-1.678571	2.24829601443	1533173672.048672	5.25099075913	2.24825600755	23.450066	0.403239	-0.418005	14.052033	470803.191300	4399217.006080	135.858517	-0.299859	2.338541	31.787233	1.000000	-34.8904822034	-1.43774308486	24.2675360924	3.68603909929
-1.634463	-1.684563	2.24426433154	1533173672.068672	5.23900399617	2.24028742544	23.413443	0.521208	-0.158355	14.027618	470803.155471	4399216.975244	136.013627	-0.224260	2.347174	31.808510	1.000000	-35.0236777554	-1.44949488066	24.162677787	3.6937592122
