speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	obs-distan	obs-thw	obs-speed	ttc
3.674312	-1.408242	5.55485540314	1533265686.168320	21.9014398646	5.55431313885	17.419699	-1.037495	-0.179946	21.419088	433325.470387	4437228.283476	22.029830	-0.077595	3.934935	6.787234	1.000000	72.4175767704	5.10726482486	14.1793267539	0.447590578282
3.666588	-1.405847	5.55639096998	1533265686.178317	21.8618854109	5.55584410186	17.419699	-0.846965	-0.155647	21.419088	433325.456783	4437228.320518	22.056643	-0.137586	3.926865	6.787234	1.000000	72.3782495327	5.08784048832	14.2257308772	0.468550481665
3.660891	-1.404466	5.55881357958	1533265686.183321	21.8224243085	5.55721276604	16.995499	-0.759159	-0.160714	21.924162	433325.450165	4437228.339101	22.069117	-0.116553	3.921052	6.957447	1.000000	72.3387912399	5.06845805981	14.2723468136	0.490355519773
3.649196	-1.403429	5.560926693	1533265686.198322	21.8026980366	5.56042052914	16.995499	-0.581436	-0.471779	21.924162	433325.429793	4437228.394423	22.112246	-0.103003	3.909763	6.957447	1.000000	72.2991960834	5.04954756979	14.3179552394	0.511379123215
3.639967	-1.402286	5.56191099188	1533265686.208320	21.7437443086	5.56139702294	17.532616	-0.594596	-0.394126	20.845350	433325.416225	4437228.431186	22.140629	-0.199124	3.900739	7.170213	1.000000	72.2595725171	5.03153450077	14.3613389724	0.53037649111
3.631138	-1.401700	5.5647874332	1533265686.218320	21.7045574637	5.56421679679	17.532616	-0.784648	-0.384950	20.845350	433325.402678	4437228.467910	22.168555	-0.245623	3.892290	7.170213	1.000000	72.2197617218	5.01288138929	14.4068363309	0.551906043906
3.622597	-1.401044	5.56681296022	1533265686.228321	21.6654144771	5.56623850665	17.059586	-0.965720	-0.261466	20.846876	433325.389135	4437228.504553	22.196152	-0.297537	3.884087	7.425532	1.000000	72.1798034396	4.99415121785	14.452867022	0.572661742371
3.619455	-1.401139	5.56852282926	1533265686.233321	21.6263488615	5.56793626442	17.059586	-1.007354	-0.373307	20.846876	433325.382366	4437228.522840	22.210550	-0.287432	3.881191	7.425532	1.000000	72.1798034396	4.99415121785	14.452867022	0.574371611411
3.606896	-1.401357	5.56761873016	1533265686.248321	21.6068492793	5.56706672753	17.500572	-0.902541	-0.430281	21.800564	433325.362055	4437228.577586	22.252972	-0.304967	3.869561	7.680851	1.000000	72.0994845301	4.95543075687	14.5495897466	0.61218797329
3.599567	-1.402085	5.56905268076	1533265686.258321	21.5484569746	5.56870843349	17.500572	-0.880138	-0.587009	21.800564	433325.348432	4437228.613838	22.281592	-0.324491	3.862995	7.680851	1.000000	72.0591246064	4.93827018201	14.5919769374	0.63078249875
3.592321	-1.402657	5.56832395047	1533265686.268320	21.5097298051	5.5681484975	17.335775	-0.711227	-0.390653	22.040131	433325.334726	4437228.649866	22.311192	-0.368328	3.856451	7.680851	1.000000	72.018645031	4.92128303885	14.6341196925	0.647040911619
3.583782	-1.402543	5.5680912643	1533265686.278320	21.4711828053	5.56760161228	17.335775	-0.590054	-0.501415	22.040131	433325.321216	4437228.685869	22.338765	-0.325007	3.848457	8.042553	1.000000	71.9779553571	4.90387166891	14.6777811935	0.664219595392
3.576858	-1.403226	5.56934305574	1533265686.288317	21.4327284672	5.56917446843	17.335775	-0.495164	-0.494460	22.040131	433325.307509	4437228.721712	22.368044	-0.288718	3.842259	8.042553	1.000000	71.937140444	4.88554256028	14.7244936579	0.683800495464
3.569916	-1.404100	5.56833858466	1533265686.298320	21.3943539642	5.56817069442	17.581446	-0.416827	-0.445895	22.149996	433325.293785	4437228.757511	22.398545	-0.313819	3.836117	8.425532	1.000000	71.8963390668	4.86847373732	14.7677368609	0.69986484734
3.563882	-1.405114	5.56726039834	1533265686.308320	21.3560144727	5.56709153363	17.581446	-0.473429	-0.614599	22.149996	433325.280054	4437228.793238	22.429589	-0.318049	3.830874	8.425532	1.000000	71.8552788324	4.85016592545	14.8150145659	0.717094472893
3.557853	-1.405660	5.5648890099	1533265686.318320	21.3177396914	5.56471961527	17.270161	-0.561794	-0.500719	20.749218	433325.266312	4437228.828908	22.461322	-0.342355	3.825467	8.851064	1.000000	71.8140769727	4.83295155954	14.8592585893	0.731937450361
3.551442	-1.406447	5.56276304861	1533265686.328317	21.2795141571	5.56259252978	17.270161	-0.740200	-0.446829	20.749218	433325.252569	4437228.864506	22.493644	-0.285601	3.819795	8.851064	1.000000	71.7727830999	4.81678353423	14.9005622922	0.745979514379
