auto-speed	auto-speed-x	auto-speed-y	distance	line-distance	line-id	obspeed	obspeed-x	obspeed-y	respeed	respeed-x	respeed-y	status	thw	timestamp	ttc
12.843975	-1.101922	12.796619	89.092114	0.113973	-1025001.000000	0.000000	0.000000	0.000000	12.843975	-1.101922	12.796619	1.000000	6.936491	1542943553.994402	6.936491
12.836006	-1.111296	12.787810	88.893908	0.114377	-1025001.000000	0.000000	0.000000	0.000000	12.836006	-1.111296	12.787810	1.000000	6.925356	1542943554.010403	6.925356
12.836659	-1.109202	12.788647	88.688426	0.114562	-1025001.000000	0.000000	0.000000	0.000000	12.836659	-1.109202	12.788647	1.000000	6.908996	1542943554.026402	6.908996
12.838527	-1.107488	12.790670	88.482910	0.114718	-1025001.000000	0.000000	0.000000	0.000000	12.838527	-1.107488	12.790670	1.000000	6.891983	1542943554.034401	6.891983
12.838650	-1.106555	12.790875	88.380160	0.114784	-1025001.000000	0.000000	0.000000	0.000000	12.838650	-1.106555	12.790875	1.000000	6.883914	1542943554.050401	6.883914
12.837547	-1.106379	12.789783	88.174627	0.114906	-1025001.000000	0.000000	0.000000	0.000000	12.837547	-1.106379	12.789783	1.000000	6.868495	1542943554.066402	6.868495
12.837546	-1.106242	12.789794	88.071935	0.114966	-1025001.000000	0.000000	0.000000	0.000000	12.837546	-1.106242	12.789794	1.000000	6.860496	1542943554.074397	6.860496
12.837512	-1.105550	12.789819	87.866378	0.115083	-1025001.000000	0.000000	0.000000	0.000000	12.837512	-1.105550	12.789819	1.000000	6.844502	1542943554.090401	6.844502
12.837341	-1.104865	12.789707	87.557386	0.115229	-1025001.000000	0.000000	0.000000	0.000000	12.837341	-1.104865	12.789707	1.000000	6.820524	1542943554.114403	6.820524
12.838178	-1.104465	12.790581	87.351849	0.115325	-1025001.000000	0.000000	0.000000	0.000000	12.838178	-1.104465	12.790581	1.000000	6.804069	1542943554.130404	6.804069
12.839564	-1.101890	12.792195	87.146306	0.115394	-1025001.000000	0.000000	0.000000	0.000000	12.839564	-1.101890	12.792195	1.000000	6.787326	1542943554.146404	6.787326
12.839408	-1.100662	12.792144	87.043517	0.115413	-1025001.000000	0.000000	0.000000	0.000000	12.839408	-1.100662	12.792144	1.000000	6.779403	1542943554.154405	6.779403
