auto-speed	auto-speed-x	auto-speed-y	distance	line-distance	line-id	obspeed	obspeed-x	obspeed-y	respeed	respeed-x	respeed-y	status	thw	timestamp	ttc
12.871810	-1.126488	12.822423	215.426536	0.078803	-1025501.000000	1.717835	0.165839	-1.709811	14.589583	-1.292327	14.532234	1.000000	14.765778	1542943753.714488	16.736304
12.872162	-1.126522	12.822772	215.323698	0.079383	-1025501.000000	1.717835	0.165839	-1.709811	14.589934	-1.292361	14.532583	1.000000	14.758374	1542943753.722485	16.727859
12.873443	-1.125409	12.824157	215.220776	0.079958	-1025501.000000	1.717835	0.165839	-1.709811	14.591214	-1.291248	14.533967	1.000000	14.750025	1542943753.730488	16.718198
12.874283	-1.123814	12.825139	215.117897	0.080522	-1025501.000000	1.717835	0.165839	-1.709811	14.592052	-1.289653	14.534950	1.000000	14.742128	1542943753.738487	16.709117
12.876792	-1.121110	12.827895	214.912074	0.081612	-1025501.000000	1.717835	0.165839	-1.709811	14.594558	-1.286949	14.537706	1.000000	14.725494	1542943753.754488	16.689877
12.877412	-1.120898	12.828536	214.809183	0.082144	-1025501.000000	1.717835	0.165839	-1.709811	14.595178	-1.286737	14.538347	1.000000	14.717819	1542943753.762486	16.681083
12.878552	-1.121337	12.829642	214.706297	0.082677	-1025501.000000	1.717835	0.165839	-1.709811	14.596318	-1.287176	14.539453	1.000000	14.709620	1542943753.770483	16.671617
12.878757	-1.121820	12.829806	214.603354	0.083213	-1025501.000000	1.717835	0.165839	-1.709811	14.596524	-1.287659	14.539617	1.000000	14.702360	1542943753.778484	16.663359
12.877747	-1.121851	12.828788	212.893653	0.084825	-1025501.000000	0.000000	0.000000	0.000000	12.877747	-1.121851	12.828788	1.000000	16.531903	1542943753.802485	16.531903
12.877376	-1.121972	12.828406	212.790734	0.085365	-1025501.000000	0.000000	0.000000	0.000000	12.877376	-1.121972	12.828406	1.000000	16.524386	1542943753.810485	16.524386
12.877687	-1.121808	12.828732	212.687824	0.085904	-1025501.000000	0.000000	0.000000	0.000000	12.877687	-1.121808	12.828732	1.000000	16.515996	1542943753.818484	16.515996
12.880541	-1.120800	12.831685	212.481657	0.086494	-1025501.000000	0.000000	0.000000	0.000000	12.880541	-1.120800	12.831685	1.000000	16.496331	1542943753.834484	16.496331
12.882863	-1.119666	12.834115	212.378527	0.086779	-1025501.000000	0.000000	0.000000	0.000000	12.882863	-1.119666	12.834115	1.000000	16.485352	1542943753.842486	16.485352
12.884836	-1.118206	12.836223	212.275442	0.087051	-1025501.000000	0.000000	0.000000	0.000000	12.884836	-1.118206	12.836223	1.000000	16.474827	1542943753.850483	16.474827
12.885989	-1.117808	12.837415	212.172292	0.087316	-1025501.000000	0.000000	0.000000	0.000000	12.885989	-1.117808	12.837415	1.000000	16.465348	1542943753.858484	16.465348
12.885513	-1.118251	12.836898	211.966012	0.087841	-1025501.000000	0.000000	0.000000	0.000000	12.885513	-1.118251	12.836898	1.000000	16.449948	1542943753.874484	16.449948
12.884389	-1.119708	12.835643	211.862905	0.088114	-1025501.000000	0.000000	0.000000	0.000000	12.884389	-1.119708	12.835643	1.000000	16.443380	1542943753.882482	16.443380
12.883594	-1.120869	12.834743	211.759770	0.088397	-1025501.000000	0.000000	0.000000	0.000000	12.883594	-1.120869	12.834743	1.000000	16.436390	1542943753.890483	16.436390
12.882564	-1.121979	12.833612	209.691253	0.088690	-1025501.000000	0.000000	0.000000	0.000000	12.882564	-1.121979	12.833612	1.000000	16.277137	1542943753.898482	16.277137
12.882194	-1.122164	12.833225	209.588155	0.088989	-1025501.000000	0.000000	0.000000	0.000000	12.882194	-1.122164	12.833225	1.000000	16.269601	1542943753.906481	16.269601
12.884302	-1.121845	12.835369	209.381976	0.089484	-1025501.000000	0.000000	0.000000	0.000000	12.884302	-1.121845	12.835369	1.000000	16.250937	1542943753.922485	16.250937
12.879796	-1.122926	12.830751	209.290528	0.090863	-1025501.000000	0.000000	0.000000	0.000000	12.879796	-1.122926	12.830751	1.000000	16.249522	1542943753.930482	16.249522
12.880834	-1.122333	12.831845	209.187536	0.091088	-1025501.000000	0.000000	0.000000	0.000000	12.880834	-1.122333	12.831845	1.000000	16.240217	1542943753.938482	16.240217
12.882989	-1.121493	12.834082	208.981504	0.091520	-1025501.000000	0.000000	0.000000	0.000000	12.882989	-1.121493	12.834082	1.000000	16.221508	1542943753.954484	16.221508
12.883456	-1.121982	12.834508	208.878517	0.091735	-1025501.000000	0.000000	0.000000	0.000000	12.883456	-1.121982	12.834508	1.000000	16.212925	1542943753.962482	16.212925
12.883577	-1.122459	12.834588	208.775463	0.091955	-1025501.000000	0.000000	0.000000	0.000000	12.883577	-1.122459	12.834588	1.000000	16.204775	1542943753.970485	16.204775
12.882354	-1.123476	12.833271	208.672514	0.092181	-1025501.000000	0.000000	0.000000	0.000000	12.882354	-1.123476	12.833271	1.000000	16.198322	1542943753.978480	16.198322
12.879011	-1.122293	12.830018	208.363478	0.092872	-1025501.000000	0.000000	0.000000	0.000000	12.879011	-1.122293	12.830018	1.000000	16.178531	1542943754.002484	16.178531
12.878498	-1.120998	12.829617	205.206512	0.093090	-1025501.000000	0.000000	0.000000	0.000000	12.878498	-1.120998	12.829617	1.000000	15.934041	1542943754.010484	15.934041
12.876299	-1.121675	12.827350	205.114547	0.094515	-1025501.000000	0.000000	0.000000	0.000000	12.876299	-1.121675	12.827350	1.000000	15.929620	1542943754.018483	15.929620
12.877751	-1.117996	12.829129	205.011531	0.094796	-1025501.000000	0.000000	0.000000	0.000000	12.877751	-1.117996	12.829129	1.000000	15.919824	1542943754.026480	15.919824
12.880027	-1.113263	12.831825	204.805385	0.095280	-1025501.000000	0.000000	0.000000	0.000000	12.880027	-1.113263	12.831825	1.000000	15.901006	1542943754.042481	15.901006
12.880319	-1.113158	12.832128	204.702321	0.095506	-1025501.000000	0.000000	0.000000	0.000000	12.880319	-1.113158	12.832128	1.000000	15.892643	1542943754.050480	15.892643
12.880210	-1.113139	12.832020	204.599216	0.095732	-1025501.000000	0.000000	0.000000	0.000000	12.880210	-1.113139	12.832020	1.000000	15.884773	1542943754.058482	15.884773
12.879351	-1.115620	12.830943	204.393076	0.096202	-1025501.000000	0.000000	0.000000	0.000000	12.879351	-1.115620	12.830943	1.000000	15.869827	1542943754.074481	15.869827
12.877997	-1.116076	12.829543	204.290011	0.096450	-1025501.000000	0.000000	0.000000	0.000000	12.877997	-1.116076	12.829543	1.000000	15.863493	1542943754.082481	15.863493
12.877364	-1.115149	12.828988	204.186951	0.096697	-1025501.000000	0.000000	0.000000	0.000000	12.877364	-1.115149	12.828988	1.000000	15.856270	1542943754.090481	15.856270
12.877380	-1.113661	12.829133	204.083909	0.096935	-1025501.000000	0.000000	0.000000	0.000000	12.877380	-1.113661	12.829133	1.000000	15.848248	1542943754.098480	15.848248
12.879634	-1.111346	12.831597	203.877786	0.097381	-1025501.000000	0.000000	0.000000	0.000000	12.879634	-1.111346	12.831597	1.000000	15.829470	1542943754.114480	15.829470
12.881580	-1.109833	12.833682	203.774679	0.097586	-1025501.000000	0.000000	0.000000	0.000000	12.881580	-1.109833	12.833682	1.000000	15.819074	1542943754.122482	15.819074
12.883379	-1.109531	12.835513	203.671585	0.097782	-1025501.000000	0.000000	0.000000	0.000000	12.883379	-1.109531	12.835513	1.000000	15.808864	1542943754.130482	15.808864
12.885520	-1.109382	12.837675	203.568436	0.097975	-1025501.000000	0.000000	0.000000	0.000000	12.885520	-1.109382	12.837675	1.000000	15.798233	1542943754.138485	15.798233
12.887029	-1.108553	12.839261	203.465308	0.098163	-1025501.000000	0.000000	0.000000	0.000000	12.887029	-1.108553	12.839261	1.000000	15.788380	1542943754.146485	15.788380
12.887088	-1.108929	12.839287	203.259056	0.098529	-1025501.000000	0.000000	0.000000	0.000000	12.887088	-1.108929	12.839287	1.000000	15.772304	1542943754.162484	15.772304
12.887015	-1.109072	12.839202	203.155923	0.098716	-1025501.000000	0.000000	0.000000	0.000000	12.887015	-1.109072	12.839202	1.000000	15.764389	1542943754.170484	15.764389
