auto-speed	auto-speed-x	auto-speed-y	distance	line-distance	line-id	obspeed	obspeed-x	obspeed-y	respeed	respeed-x	respeed-y	status	thw	timestamp	ttc
12.845563	-1.111701	12.797367	138.542886	0.070666	-1025001.000000	0.000000	0.000000	0.000000	12.845563	-1.111701	12.797367	1.000000	10.785272	1542942971.082171	10.785272
12.845969	-1.112051	12.797744	138.440292	0.070786	-1025001.000000	0.000000	0.000000	0.000000	12.845969	-1.112051	12.797744	1.000000	10.776945	1542942971.090168	10.776945
12.846263	-1.111458	12.798091	138.235023	0.071025	-1025001.000000	0.000000	0.000000	0.000000	12.846263	-1.111458	12.798091	1.000000	10.760719	1542942971.106168	10.760719
12.846271	-1.108341	12.798370	138.029754	0.071233	-1025001.000000	0.000000	0.000000	0.000000	12.846271	-1.108341	12.798370	1.000000	10.744733	1542942971.122168	10.744733
12.846989	-1.107778	12.799139	137.927105	0.071321	-1025001.000000	0.000000	0.000000	0.000000	12.846989	-1.107778	12.799139	1.000000	10.736142	1542942971.130169	10.736142
12.847808	-1.108374	12.799909	137.824487	0.071409	-1025001.000000	0.000000	0.000000	0.000000	12.847808	-1.108374	12.799909	1.000000	10.727471	1542942971.138167	10.727471
12.850254	-1.109962	12.802227	137.619111	0.071603	-1025001.000000	0.000000	0.000000	0.000000	12.850254	-1.109962	12.802227	1.000000	10.709446	1542942971.154172	10.709446
12.851314	-1.109628	12.803320	137.516477	0.071703	-1025001.000000	0.000000	0.000000	0.000000	12.851314	-1.109628	12.803320	1.000000	10.700577	1542942971.162169	10.700577
12.851920	-1.109833	12.803910	137.392518	0.071801	-1025001.000000	0.000000	0.000000	0.000000	12.851920	-1.109833	12.803910	1.000000	10.690428	1542942971.170170	10.690428
12.852862	-1.110299	12.804816	137.289823	0.071901	-1025001.000000	0.000000	0.000000	0.000000	12.852862	-1.110299	12.804816	1.000000	10.681654	1542942971.178171	10.681654
12.854046	-1.109571	12.806067	136.981757	0.072204	-1025001.000000	0.000000	0.000000	0.000000	12.854046	-1.109571	12.806067	1.000000	10.656703	1542942971.202170	10.656703
12.853871	-1.108723	12.805965	136.879047	0.072296	-1025001.000000	0.000000	0.000000	0.000000	12.853871	-1.108723	12.805965	1.000000	10.648858	1542942971.210171	10.648858
12.854764	-1.107675	12.806952	136.673674	0.072462	-1025001.000000	0.000000	0.000000	0.000000	12.854764	-1.107675	12.806952	1.000000	10.632142	1542942971.226169	10.632142
12.856018	-1.107259	12.808246	136.468234	0.072620	-1025001.000000	0.000000	0.000000	0.000000	12.856018	-1.107259	12.808246	1.000000	10.615125	1542942971.242171	10.615125
12.856071	-1.105471	12.808454	136.262807	0.072757	-1025001.000000	0.000000	0.000000	0.000000	12.856071	-1.105471	12.808454	1.000000	10.599102	1542942971.258171	10.599102
12.857478	-1.103845	12.810006	136.191535	0.072864	-1025001.000000	0.000000	0.000000	0.000000	12.857478	-1.103845	12.810006	1.000000	10.592399	1542942971.274170	10.592399
12.857323	-1.103215	12.809905	136.088812	0.072909	-1025001.000000	0.000000	0.000000	0.000000	12.857323	-1.103215	12.809905	1.000000	10.584537	1542942971.282170	10.584537
12.857004	-1.102789	12.809622	135.986117	0.072949	-1025001.000000	0.000000	0.000000	0.000000	12.857004	-1.102789	12.809622	1.000000	10.576812	1542942971.290168	10.576812
12.855723	-1.103736	12.808255	135.780679	0.073106	-1025001.000000	0.000000	0.000000	0.000000	12.855723	-1.103736	12.808255	1.000000	10.561886	1542942971.306168	10.561886
12.855287	-1.104148	12.807781	135.677955	0.073191	-1025001.000000	0.000000	0.000000	0.000000	12.855287	-1.104148	12.807781	1.000000	10.554254	1542942971.314169	10.554254
12.855244	-1.104203	12.807734	135.575269	0.073278	-1025001.000000	0.000000	0.000000	0.000000	12.855244	-1.104203	12.807734	1.000000	10.546301	1542942971.322167	10.546301
12.856021	-1.103122	12.808607	135.369826	0.073444	-1025001.000000	0.000000	0.000000	0.000000	12.856021	-1.103122	12.808607	1.000000	10.529683	1542942971.338168	10.529683
12.856840	-1.101689	12.809552	135.267104	0.073516	-1025001.000000	0.000000	0.000000	0.000000	12.856840	-1.101689	12.809552	1.000000	10.521023	1542942971.346168	10.521023
