auto-speed	auto-speed-x	auto-speed-y	distance	line-distance	line-id	obspeed	obspeed-x	obspeed-y	respeed	respeed-x	respeed-y	status	thw	timestamp	ttc
12.901545	-1.107033	12.853962	81.016709	0.044332	-1025001.000000	0.452830	-0.440359	0.105544	12.765838	-0.666674	12.748418	1.000000	6.346368	1542944773.954915	6.279613
12.902072	-1.107971	12.854410	80.913893	0.044574	-1025001.000000	0.452830	-0.440359	0.105544	12.766335	-0.667612	12.748867	1.000000	6.338068	1542944773.962917	6.271387
12.903079	-1.107921	12.855425	80.811098	0.044819	-1025001.000000	0.452830	-0.440359	0.105544	12.767345	-0.667562	12.749881	1.000000	6.329515	1542944773.970917	6.262931
12.904684	-1.107623	12.857062	80.708011	0.044889	-1025001.000000	0.452830	-0.440359	0.105544	12.768965	-0.667264	12.751518	1.000000	6.320638	1542944773.978915	6.254164
12.905993	-1.107460	12.858390	80.604860	0.044956	-1025001.000000	0.452830	-0.440359	0.105544	12.770282	-0.667102	12.752846	1.000000	6.311909	1542944773.986917	6.245537
12.907321	-1.105349	12.859904	80.398577	0.045072	-1025001.000000	0.452830	-0.440359	0.105544	12.771684	-0.664990	12.754360	1.000000	6.295064	1542944774.002918	6.228913
12.906716	-1.104485	12.859371	80.295442	0.045117	-1025001.000000	0.452830	-0.440359	0.105544	12.771107	-0.664126	12.753827	1.000000	6.287273	1542944774.010918	6.221214
12.906918	-1.105075	12.859524	80.192318	0.045161	-1025001.000000	0.452830	-0.440359	0.105544	12.771290	-0.664716	12.753980	1.000000	6.279109	1542944774.018917	6.213127
12.904272	-1.106555	12.856741	79.986057	0.045270	-1025001.000000	0.452830	-0.440359	0.105544	12.768588	-0.666196	12.751197	1.000000	6.264284	1542944774.034918	6.198417
12.905129	-1.108281	12.857452	79.882953	0.045337	-1025001.000000	0.452830	-0.440359	0.105544	12.769388	-0.667922	12.751908	1.000000	6.255817	1542944774.042917	6.190016
12.905512	-1.110293	12.857662	79.732347	0.045419	-1025001.000000	0.402026	-0.370589	-0.155848	13.034516	-0.739704	13.013510	1.000000	6.117016	1542944774.050917	6.178162
12.907232	-1.111013	12.859327	79.629192	0.045510	-1025001.000000	0.402026	-0.370589	-0.155848	13.036219	-0.740425	13.015175	1.000000	6.108304	1542944774.058919	6.169347
12.908676	-1.110774	12.860797	79.422935	0.045695	-1025001.000000	0.402026	-0.370589	-0.155848	13.037673	-0.740185	13.016644	1.000000	6.091803	1542944774.074917	6.152679
12.890900	-1.089493	12.844778	79.337817	0.044153	-1025001.000000	0.402026	-0.370589	-0.155848	13.020487	-0.718904	13.000625	1.000000	6.093306	1542944774.082919	6.154560
12.890748	-1.088748	12.844688	79.235257	0.043405	-1025001.000000	0.402026	-0.370589	-0.155848	13.020357	-0.718159	13.000536	1.000000	6.085490	1542944774.090918	6.146676
12.891439	-1.088965	12.845364	79.132699	0.042655	-1025001.000000	0.402026	-0.370589	-0.155848	13.021043	-0.718377	13.001211	1.000000	6.077293	1542944774.098917	6.138391
12.892016	-1.088331	12.845996	79.030109	0.041903	-1025001.000000	0.402026	-0.370589	-0.155848	13.021640	-0.717742	13.001844	1.000000	6.069136	1542944774.106918	6.130159
12.890577	-1.085722	12.844773	78.824968	0.040373	-1025001.000000	0.402026	-0.370589	-0.155848	13.020275	-0.715133	13.000621	1.000000	6.054017	1542944774.122918	6.114929
