timestamp	auto-speed	respeed	obsspeed	auto-a-y	auto-a-x	distance	line-distance	line-id	thw	ttc	statu
1530086132.092881	27.6024636	1.70982	25.9125876	-0.102404	-0.006756	25.989059	0.015474	-1025501.0	3.38957470448	54.7195683756	1.
1530086132.097881	27.6112296	1.7189784	25.9125876	0.31694	-0.21903	25.950551	0.015752	-1025501.0	3.3834778441	54.347386564	1.
1530086132.107882	27.6370704	1.7483796	25.9125876	0.46037	-0.19781	25.873411	0.016684	-1025501.0	3.37026603225	53.2746318934	1.
1530086132.117881	27.6431112	1.7540172	25.9125876	0.737949	-0.07509	25.796216	0.017644	-1025501.0	3.35947632407	52.9449640517	1.
1530086132.127882	27.6543	1.7658504	25.9125876	0.490483	0.099441	25.718973	0.018606	-1025501.0	3.34806170469	52.4326991686	1.
1530086132.142882	27.6753276	1.7854416	25.9125876	0.214205	-0.113047	25.603063	0.020043	-1025501.0	3.33044031609	51.6236581471	1.
1530086132.147881	27.6779916	1.7885448	25.9125876	-0.061014	0.180773	25.564416	0.020519	-1025501.0	3.32509305336	51.4562998925	1.
1530086132.157881	27.6867288	1.7971884	25.9125876	0.11729	-0.082255	25.487093	0.021477	-1025501.0	3.31398972637	51.0539322422	1.
1530086132.167881	27.7062624	1.8160884	25.9125876	0.319144	0.008619	25.409737	0.022426	-1025501.0	3.30160206669	50.369273434	1.
1530086132.177882	27.7100856	1.820376	25.9125876	0.756067	-0.014128	25.332337	0.023381	-1025501.0	3.2910909954	50.0975695131	1.
1530086132.192882	27.7324956	1.7236152	26.018964	0.375718	0.055823	26.056443	0.024591	-1025501.0	3.3824289077	54.4223529707	1.
1530086132.202882	27.7453476	1.737126	26.018964	0.382664	0.189867	25.979248	0.025401	-1025501.0	3.37084595761	53.8390956096	1.
1530086132.212882	27.755874	1.7477244	26.018964	0.131186	-0.109932	25.902398	0.025934	-1025501.0	3.3595999463	53.354311927	1.
1530086132.222882	27.76536	1.758006	26.018964	0.277729	-0.08369	25.825265	0.026716	-1025501.0	3.34845123564	52.8843212139	1.
1530086132.232882	27.7747344	1.7671968	26.018964	0.429434	-0.059524	25.748102	0.027512	-1025501.0	3.33731966128	52.4520909046	1.
1530086132.242881	27.7872192	1.7802648	26.018964	0.545205	0.024826	25.670918	0.028307	-1025501.0	3.32582055566	51.9109880732	1.
1530086132.252882	27.8015868	1.7959176	26.018964	0.471241	-0.035315	25.593688	0.029133	-1025501.0	3.31410136633	51.3037328661	1.
1530086132.262882	27.8136072	1.807236	26.018964	0.330993	-0.122222	25.516431	0.029964	-1025501.0	3.30266947899	50.8285313042	1.
1530086132.272882	27.8250012	1.8189396	26.018964	0.175389	0.186496	25.439206	0.030417	-1025501.0	3.29132570172	50.3486435723	1.
1530086132.282881	27.832536	1.8251856	26.018964	0.183601	-0.068462	25.361973	0.030837	-1025501.0	3.28044497275	50.0240100514	1.
1530086132.292882	27.8477784	4.1093028	23.739462	0.421122	0.224817	25.882635	0.031252	-1025501.0	3.34595760788	22.6747676029	1.
1530086132.302881	27.8607168	4.1221368	23.739462	0.766868	-0.071569	25.805324	0.031669	-1025501.0	3.33441408083	22.536652932	1.
1530086132.312881	27.885114	4.1465988	23.739462	0.615548	0.094788	25.727913	0.03201	-1025501.0	3.32150289219	22.3364958288	1.
1530086132.322882	27.89946	4.1608584	23.739462	0.363843	0.037693	25.650413	0.032507	-1025501.0	3.30979477022	22.1928933703	1.
1530086132.332882	27.9115776	4.173156	23.739462	0.111414	0.036978	25.572887	0.03301	-1025501.0	3.2983586424	22.0606162818	1.
1530086132.347881	27.9278604	4.1895324	23.739462	0.150275	-0.187814	25.45654	0.033797	-1025501.0	3.28143805818	21.8744087049	1.
1530086132.357881	27.9400968	4.2018444	23.739462	0.488677	-0.143507	25.378985	0.03417	-1025501.0	3.27000821271	21.7438670504	1.
