speed_y	speed_x	gun	timestamp	a_z	a_y	a_x	brake	position_x	position_y	front	speed	steer	drive-status	distan	thw	thw2
-0.941023	-4.289153	17.384604	1533173664.068627	0.493750	-0.140540	-0.555879	14.094759	470813.569153	4399222.091298	103.789986	4.391168	18.404255	1.000000	17.1227633082	3.89827823589	3.8982642793
-0.946882	-4.286927	17.384604	1533173664.078627	0.359936	0.114847	-0.577926	14.094759	470813.525999	4399222.081965	103.877011	4.390254	18.404255	1.000000	17.0565199179	3.88429574736	3.88427860604
-0.950124	-4.284916	17.271687	1533173664.083626	0.148511	0.129498	-0.571174	14.096285	470813.504435	4399222.077277	103.920146	4.388991	18.553192	1.000000	17.0123682181	3.87505200098	3.87503051489
-0.955565	-4.282886	19.957275	1533173664.093627	0.107336	0.005876	-0.550056	13.994049	470813.461315	4399222.067854	104.007664	4.388191	18.553192	1.000000	16.9903005168	3.87113588596	3.87111764794
-0.964410	-4.276056	19.957275	1533173664.108627	0.433167	-0.370560	-0.694700	13.994049	470813.396707	4399222.053614	104.138061	4.383462	18.787233	1.000000	16.9461629214	3.86177829212	3.86176511492
-0.967430	-4.274837	19.453728	1533173664.113627	0.467495	-0.370461	-0.711180	14.050508	470813.375191	4399222.048837	104.182085	4.382939	19.085106	1.000000	16.8800042388	3.85085984691	3.85083850135
-0.973829	-4.271155	19.453728	1533173664.123627	0.483912	-0.256209	-0.699293	14.050508	470813.332211	4399222.039227	104.269162	4.380765	19.085106	1.000000	16.8579643208	3.84628249683	3.84626943719
-0.981039	-4.268698	17.335775	1533173664.133627	0.285748	-0.068553	-0.687419	13.998627	470813.289288	4399222.029540	104.356983	4.379980	19.446808	1.000000	16.8139230619	3.83813359284	3.83812486218
-0.989456	-4.261332	17.335775	1533173664.148627	-0.018798	0.165631	-0.702785	13.998627	470813.224213	4399222.017847	104.486741	4.374697	19.446808	1.000000	16.7699205402	3.8332024001	3.82876646474
-0.996946	-4.257540	17.335775	1533173664.158627	0.318437	-0.112740	-0.758660	13.998627	470813.181595	4399222.008053	104.575063	4.372705	19.446808	1.000000	16.7038033573	3.81828645183	3.81827663889
-1.004727	-4.253083	17.711147	1533173664.168627	0.563810	-0.297882	-0.819155	14.047456	470813.139018	4399221.998182	104.664367	4.370148	20.063829	1.000000	16.6600744612	3.81002496373	3.81001564506
-1.012172	-4.249488	17.711147	1533173664.178627	0.276909	-0.336678	-0.861994	14.047456	470813.096485	4399221.988235	104.754321	4.368368	20.063829	1.000000	16.6163681965	3.80225361723	3.80224381337
-1.015564	-4.247585	19.919127	1533173664.183627	0.309479	-0.267699	-0.840128	14.044404	470813.075232	4399221.983235	104.799558	4.367305	20.468084	1.000000	16.5726875498	3.79380824518	3.79379382638
-1.025609	-4.242710	19.919127	1533173664.198627	0.253335	-0.138055	-0.769054	14.044404	470813.011575	4399221.968098	104.935864	4.364913	20.468084	1.000000	16.550854318	3.78972130065	3.7897179881
-1.031366	-4.238293	19.436941	1533173664.208627	0.225914	0.026032	-0.630815	14.041352	470812.969243	4399221.957886	105.027823	4.361977	20.744680	1.000000	16.4854223502	3.77680510635	3.77680433727
-1.036342	-4.234939	19.436941	1533173664.218627	0.218879	-0.189543	-0.573939	14.041352	470812.926947	4399221.947620	105.122083	4.359898	20.744680	1.000000	16.4418760167	3.76936395622	3.76936329943
-1.041387	-4.231693	18.437475	1533173664.228627	0.394594	-0.246894	-0.531170	13.987946	470812.884683	4399221.937305	105.217245	4.357948	20.936171	1.000000	16.398351973	3.76117835539	3.76117789293
-1.041701	-4.227376	18.437475	1533173664.238627	0.128112	-0.247493	-0.562452	13.987946	470812.841426	4399221.930016	105.305802	4.353832	20.936171	1.000000	16.3548474339	3.76327775905	3.75287805956
-1.046211	-4.224458	17.386129	1533173664.248631	0.127520	-0.240200	-0.539506	14.015411	470812.799329	4399221.919768	105.402427	4.352080	21.063829	1.000000	16.3109806177	3.74636571089	3.74635048336
-1.048175	-4.222574	17.386129	1533173664.253627	0.129864	-0.223549	-0.535317	14.015411	470812.778318	4399221.914633	105.450970	4.350724	21.063829	1.000000	16.2676541949	3.73792071001	3.73790330024
