timestamp	auto-speed	respeed	obsspeed	auto-a-y	auto-a-x	distance	line-distance	line-id	thw	ttc	statu
1530085679.422938	23.103522	1.60731	24.692652	-0.008919	0.006767	16.753891	0.025396	-1025001.0	2.61059796857	37.5248132594	1.
1530085679.432933	23.1064632	1.605438	24.692652	0.196647	0.064885	16.689628	0.026199	-1025001.0	2.60025345636	37.4244665942	1.
1530085679.442933	23.1088212	1.6045056	24.692652	0.419415	0.213609	16.625328	0.026979	-1025001.0	2.58997117516	37.3019457209	1.
1530085679.457933	23.1224796	1.591866	24.692652	0.430911	0.126068	16.528677	0.028098	-1025001.0	2.57339343485	37.3795515452	1.
1530085679.467933	23.1312672	1.5827832	24.692652	-0.006894	0.150633	16.464156	0.028826	-1025001.0	2.56237417032	37.4473027007	1.
1530085679.477933	23.1425028	1.5724332	24.692652	-0.122971	-0.134637	16.39961	0.029555	-1025001.0	2.55108950446	37.5460121295	1.
1530085679.482933	23.1457644	0.9237924	24.065406	-0.094382	-0.123868	16.997737	0.029916	-1025001.0	2.64376030718	66.2398318064	1.
1530085679.497933	23.1562548	0.9136872	24.065406	0.310144	-0.008105	16.900872	0.030999	-1025001.0	2.6275034424	66.5907754864	1.
1530085679.507933	23.16249	0.9074268	24.065406	0.39298	0.154784	16.836282	0.031713	-1025001.0	2.61675731754	66.7939443711	1.
1530085679.517933	23.1701076	0.9006948	24.065406	0.570125	0.065726	16.771283	0.032565	-1025001.0	2.60579794632	67.0333822289	1.
1530085679.527933	23.1745572	0.8963532	24.065406	0.061965	0.148766	16.706562	0.033164	-1025001.0	2.59524368388	67.0981296212	1.
1530085679.537933	23.184756	0.8865072	24.065406	-0.092174	-0.013963	16.641811	0.033761	-1025001.0	2.58404788043	67.5804094992	1.
1530085679.547932	23.1938316	0.8779896	24.065406	-0.250551	0.019108	16.577054	0.034348	-1025001.0	2.57298558639	67.9705026119	1.
1530085679.557933	23.206878	0.8657388	24.065406	0.050972	0.080816	16.512729	0.034676	-1025001.0	2.56156060285	68.6648494904	1.
1530085679.567933	23.207256	0.8654148	24.065406	0.491214	0.144814	16.448397	0.034996	-1025001.0	2.55153944956	68.4229449277	1.
1530085679.577933	23.2086276	0.8640792	24.065406	0.412085	0.064226	16.384059	0.035317	-1025001.0	2.54140888538	68.2606552733	1.
1530085679.582933	23.2129404	1.1388528	24.3334512	0.335891	0.050622	17.15155	0.035475	-1025001.0	2.65996375022	54.2173492483	1.
1530085679.597933	23.2163352	1.1355228	24.3334512	-0.106069	0.008809	17.055009	0.035946	-1025001.0	2.64460483841	54.0702770565	1.
1530085679.607932	23.2185816	1.1329488	24.3334512	-0.136988	-0.009143	16.990794	0.036635	-1025001.0	2.63439255049	53.9890755875	1.
1530085679.617933	23.2252128	1.1268648	24.3334512	-0.089366	0.040406	16.926566	0.037034	-1025001.0	2.62368479138	54.075375857	1.
1530085679.627933	23.2306092	1.1223324	24.3334512	0.21701	0.063983	16.862332	0.037425	-1025001.0	2.61312110575	54.0877151903	1.
1530085679.637933	23.2337952	1.119186	24.3334512	0.423914	0.134865	16.798085	0.037811	-1025001.0	2.60280791319	54.033115139	1.
1530085679.647933	23.239008	1.1145816	24.3334512	0.359187	0.064323	16.733735	0.038056	-1025001.0	2.59225548698	54.0484842025	1.
1530085679.657938	23.245164	1.1089584	24.3334512	0.115323	0.127453	16.669248	0.038151	-1025001.0	2.58158182063	54.1132046071	1.
1530085679.667933	23.2556076	1.098738	24.3334512	-0.123664	-0.000584	16.604804	0.038244	-1025001.0	2.57044646729	54.4054127554	1.
1530085679.677933	23.2652412	1.626408	24.8463936	-0.006274	-0.03766	17.24752	0.038332	-1025001.0	2.6688342264	38.1768117225	1.
1530085679.692933	23.2711344	1.620198	24.8463936	0.305786	-0.037269	17.150739	0.03847	-1025001.0	2.6531865331	38.1080956772	1.
1530085679.697933	23.2744608	1.6178508	24.8463936	0.430562	-0.013194	17.118475	0.038514	-1025001.0	2.6478168723	38.0915903988	1.
1530085679.707933	23.2778664	1.6120512	24.8463936	0.231916	0.166264	17.053832	0.039343	-1025001.0	2.63743223477	38.0842712688	1.
1530085679.717933	23.2814988	1.6100892	24.8463936	0.113988	0.256767	16.989264	0.03973	-1025001.0	2.62703664079	37.9863118143	1.
1530085679.727933	23.2901388	1.602162	24.8463936	0.002824	0.180809	16.924678	0.040105	-1025001.0	2.6160789046	38.0291386264	1.
1530085679.737933	23.3004564	1.5936156	24.8463936	0.035328	0.05928	16.860066	0.040467	-1025001.0	2.60493771272	38.0871256531	1.
1530085679.747933	23.3059824	1.5877296	24.8463936	0.136158	0.050322	16.795436	0.040828	-1025001.0	2.59433687721	38.0817801721	1.
1530085679.757933	23.310774	1.5854652	24.8463936	0.15239	-0.01512	16.730796	0.041181	-1025001.0	2.58382092332	37.9893961722	1.
1530085679.767933	23.3138628	1.5837372	24.8463936	0.242246	0.308816	16.666226	0.041603	-1025001.0	2.57350805033	37.8840716755	1.
1530085679.777933	23.3242812	1.5651252	24.8867172	0.2725	0.255931	17.228304	0.04201	-1025001.0	2.65911278758	39.6274332558	1.
1530085679.792933	23.3390952	1.5501204	24.8867172	0.420173	0.215963	17.131356	0.042599	-1025001.0	2.64247097291	39.7858654076	1.
1530085679.797933	23.3328024	1.5582996	24.8867172	0.005859	-0.009094	17.099035	0.043758	-1025001.0	2.63819685886	39.5023691208	1.
1530085679.807938	23.3444556	1.5465204	24.8867172	-0.093875	-0.032303	17.03439	0.044609	-1025001.0	2.62691086272	39.6527611275	1.
1530085679.822933	23.3455572	1.5452424	24.8867172	0.206118	0.040443	16.937485	0.045877	-1025001.0	2.61184367876	39.4597934926	1.
1530085679.827933	23.3506548	1.5401952	24.8867172	0.246798	0.142869	16.905167	0.046299	-1025001.0	2.60629098932	39.5135637353	1.
1530085679.842933	23.3591292	1.5322176	24.8867172	0.238493	-0.023832	16.808198	0.047581	-1025001.0	2.59040104971	39.4914617872	1.
1530085679.847933	23.3634168	1.5279624	24.8867172	0.17624	-0.051268	16.775861	0.048012	-1025001.0	2.58494295235	39.5252524539	1.
1530085679.862933	23.3770428	1.5142104	24.8867172	0.172916	-0.019448	16.678585	0.049171	-1025001.0	2.56845600676	39.6529478334	1.
1530085679.872933	23.3802432	1.5475032	24.9275952	0.085314	-0.027056	17.332133	0.04994	-1025001.0	2.66873523369	40.320226026	1.
1530085679.882933	23.3808192	1.5469164	24.9275952	0.138887	0.072296	17.267249	0.050703	-1025001.0	2.658679145	40.1845221888	1.
1530085679.892938	23.3884728	1.5392772	24.9275952	0.155401	0.056128	17.20232	0.051463	-1025001.0	2.6478151237	40.232098546	1.
