timestamp	auto-speed	auto-speed	respeed	obsspeed	auto-a-y	auto-a-x	distance	line-distance	line-id	thw	ttc	statu
1530084975.777972	13.5564444	13.5564444	0.523674	14.0746644	0.569112	0.040367	14.59293	0.019827	-1025001.0	3.87524534088	100.319183309	1.
1530084975.782972	13.558806	13.558806	0.5210892	14.0746644	0.505224	0.072331	14.574152	0.019766	-1025001.0	3.86958462272	100.687074689	1.
1530084975.797972	13.5724104	13.5724104	0.5078088	14.0746644	0.289326	0.05523	14.517782	0.019533	-1025001.0	3.85075411513	102.920656751	1.
1530084975.807972	13.5873396	13.5873396	0.2228112	13.38354	0.163431	0.02122	14.833343	0.019357	-1025001.0	3.93013175294	239.66494862	1.
1530084975.817972	13.6042848	13.6042848	0.2376504	13.38354	0.286704	-0.041434	14.795677	0.019184	-1025001.0	3.91526919519	224.129381646	1.
1530084975.832977	13.6238184	13.6238184	0.2561148	13.38354	0.373869	-0.059355	14.739081	0.018924	-1025001.0	3.8947004461	207.175421334	1.
1530084975.842972	13.6295748	13.6295748	0.261864	13.38354	0.476265	0.009486	14.701347	0.01875	-1025001.0	3.88308879599	202.108152323	1.
1530084975.847972	13.6358496	13.6358496	0.2686644	13.38354	0.35874	0.04171	14.682465	0.018662	-1025001.0	3.87631688164	196.739404253	1.
1530084975.857972	13.643262	13.643262	0.2722428	13.38354	0.347727	0.124189	14.645142	0.019977	-1025001.0	3.86436258426	193.659891832	1.
1530084975.867972	13.6580868	13.6580868	0.2869992	13.38354	0.382726	0.022976	14.607385	0.019874	-1025001.0	3.85021612251	183.229033391	1.
1530084975.877972	13.6753956	13.6753956	0.3029796	13.38354	0.331595	0.040504	14.569582	0.019767	-1025001.0	3.83539143833	173.115599862	1.
1530084975.892972	13.6954044	13.6954044	0.3221316	13.38354	0.350895	-0.227976	14.512803	0.01962	-1025001.0	3.81486294775	162.188654575	1.
1530084975.897972	13.7047068	13.7047068	0.3308328	13.38354	0.272373	-0.065327	14.493856	0.019572	-1025001.0	3.8072964538	157.716772944	1.
1530084975.907972	13.7158416	13.7158416	0.27945	13.4460216	0.453962	-0.064681	14.820085	0.01946	-1025001.0	3.88983101117	190.918969404	1.
1530084975.917972	13.7296116	13.7296116	0.2925252	13.4460216	0.505952	0.116083	14.782069	0.019342	-1025001.0	3.87596167688	181.917484032	1.
1530084975.927972	13.7376756	13.7376756	0.3004416	13.4460216	0.519924	0.059611	14.744018	0.019223	-1025001.0	3.86371511058	176.668160468	1.
1530084975.937972	13.7522232	13.7522232	0.3141648	13.4460216	0.259507	-0.019533	14.705936	0.019099	-1025001.0	3.84965898459	168.514644543	1.
1530084975.947972	13.7664216	13.7664216	0.3279492	13.4460216	0.312104	-0.038145	14.667811	0.018972	-1025001.0	3.8357186155	161.013106908	1.
1530084975.957972	13.778604	13.778604	0.341478	13.4460216	0.252033	-0.065868	14.63005	0.020331	-1025001.0	3.8224612595	154.235939065	1.
1530084975.967972	13.7867292	13.7867292	0.3498444	13.4460216	0.374925	-0.000155	14.591883	0.02028	-1025001.0	3.81024230171	150.154693915	1.
1530084975.977972	13.7985012	13.7985012	0.3608064	13.4460216	0.26744	0.042721	14.553691	0.020226	-1025001.0	3.79702743368	145.211635936	1.
1530084975.992973	13.8113604	13.8113604	0.3735072	13.4460216	0.366942	0.098276	14.496344	0.020139	-1025001.0	3.77854439306	139.721104171	1.
1530084976.002972	13.8260592	13.8260592	0.388044	13.4460216	0.234399	0.020638	14.458078	0.020078	-1025001.0	3.76456371603	134.131904629	1.
1530084976.012972	13.8176424	13.8176424	0.378576	13.4460216	0.31968	-0.058722	14.420376	0.021067	-1025001.0	3.75703409433	137.127957398	1.
1530084976.022972	13.8295728	13.8295728	0.301932	13.6174896	0.213139	-0.076748	14.798116	0.02084	-1025001.0	3.85212315452	176.441111244	1.
1530084976.032972	13.8386268	13.8386268	0.3068496	13.6174896	0.279042	0.063361	14.759996	0.020604	-1025001.0	3.83968629026	173.166220846	1.
1530084976.042972	13.8522528	13.8522528	0.3152232	13.6174896	0.354855	0.066491	14.721843	0.020358	-1025001.0	3.8259939062	168.130501816	1.
1530084976.052972	13.8570552	13.8570552	0.31896	13.6174896	0.417408	0.132992	14.684072	0.021447	-1025001.0	3.8148552082	165.734446953	1.
1530084976.062972	13.8695112	13.8695112	0.3254328	13.6174896	0.296409	0.090641	14.645884	0.021183	-1025001.0	3.80151698497	162.015575566	1.
1530084976.072972	13.8803112	13.8803112	0.3326652	13.6174896	0.355116	0.06033	14.607666	0.020908	-1025001.0	3.78864687126	158.079647646	1.
1530084976.082972	13.8934764	13.8934764	0.3422304	13.6174896	0.260337	0.024519	14.569416	0.020628	-1025001.0	3.77514569356	153.259025499	1.
1530084976.092972	13.903614	13.903614	0.3502908	13.6174896	0.276805	0.014926	14.531133	0.020345	-1025001.0	3.7624806615	149.339002908	1.
1530084976.102972	13.9186872	13.9186872	0.3603888	13.6174896	0.286696	0.052515	14.492784	0.020026	-1025001.0	3.74848731423	144.771486794	1.
1530084976.112971	13.929336	13.929336	0.1607256	13.9542228	0.340883	0.181515	14.841107	0.019676	-1025001.0	3.8356448003	332.417394615	1.
1530084976.122972	13.9386816	13.9386816	0.1575504	13.9542228	0.308176	0.020723	14.802661	0.019326	-1025001.0	3.82314347434	338.238300887	1.
1530084976.132972	13.9442436	13.9442436	0.1546884	13.9542228	0.267317	-0.076368	14.764197	0.018986	-1025001.0	3.81168822954	343.601131048	1.
1530084976.142972	13.9536108	13.9536108	0.1489716	13.9542228	0.277405	-0.161259	14.726124	0.019967	-1025001.0	3.79930665688	355.866798772	1.
1530084976.152972	13.9699008	13.9699008	0.1486116	13.9542228	0.38546	-0.078279	14.687626	0.019652	-1025001.0	3.78495555244	355.796274315	1.
1530084976.167972	13.986594	13.986594	0.1504872	13.9542228	0.235008	-0.003803	14.629811	0.019184	-1025001.0	3.76555718998	349.978733075	1.
1530084976.177971	13.999248	13.999248	0.1629	13.9542228	0.2551	-0.021995	14.59123	0.018862	-1025001.0	3.7522321199	322.458121547	1.
1530084976.182972	14.0033196	14.0033196	0.1654596	13.9542228	0.278318	0.076998	14.571922	0.018692	-1025001.0	3.74617738497	317.049716064	1.
1530084976.197972	14.0180256	14.0180256	0.1748376	13.9542228	0.342583	-0.035459	14.513973	0.01818	-1025001.0	3.72736534309	298.850492114	1.
1530084976.207972	14.0313528	14.0313528	0.1793484	13.9542228	0.401672	0.173656	14.475285	0.017775	-1025001.0	3.71389891928	290.557518216	1.
1530084976.217977	14.04171	14.04171	0.10746	13.9758696	0.453684	-0.108077	14.81111	0.017378	-1025001.0	3.79725802627	496.184589615	1.
1530084976.227972	14.054076	14.054076	0.1149516	13.9758696	0.245487	-0.14796	14.772375	0.016985	-1025001.0	3.78399476422	462.634273903	1.
1530084976.232972	14.0637564	14.0637564	0.1204668	13.9758696	0.182677	-0.124773	14.752985	0.016791	-1025001.0	3.77642675893	440.874548008	1.
1530084976.247972	14.0719824	14.0719824	0.1230084	13.9758696	0.153372	-0.077355	14.695223	0.017577	-1025001.0	3.75944208117	430.074716849	1.
1530084976.257972	14.0837328	14.0837328	0.132444	13.9758696	0.206778	0.029992	14.656326	0.017293	-1025001.0	3.74636286766	398.377983148	1.
1530084976.267972	14.091822	14.091822	0.138204	13.9758696	0.34301	-0.038428	14.617302	0.017083	-1025001.0	3.7342429673	380.758061995	1.
1530084976.277972	14.1046056	14.1046056	0.1485396	13.9758696	0.393041	-0.02811	14.578247	0.016874	-1025001.0	3.72089023177	353.317830397	1.
1530084976.282972	14.1122556	14.1122556	0.1536192	13.9758696	0.414929	-0.051626	14.558704	0.016774	-1025001.0	3.71388783519	341.176977878	1.
1530084976.297972	14.129064	14.129064	0.1681992	13.9758696	0.290623	-0.049688	14.500017	0.016487	-1025001.0	3.69451657944	310.346667523	1.
1530084976.307972	14.1402636	14.1402636	0.1770804	13.9758696	0.191896	-0.08896	14.460841	0.016313	-1025001.0	3.68161648698	293.985260932	1.
1530084976.317972	14.1489792	14.1489792	0.2155032	13.9379436	0.147621	-0.079426	14.815432	0.016141	-1025001.0	3.76956912906	247.493100799	1.
1530084976.327972	14.157522	14.157522	0.223056	13.9379436	0.142061	-0.03543	14.77621	0.015962	-1025001.0	3.75732109051	238.479825694	1.
1530084976.337972	14.1694308	14.1694308	0.2339604	13.9379436	0.35655	0.102225	14.73696	0.015768	-1025001.0	3.74419105106	226.760836449	1.
1530084976.347972	14.1742692	14.1742692	0.2391408	13.9379436	0.431139	0.092004	14.698194	0.016996	-1025001.0	3.73306712702	221.265038839	1.
1530084976.357972	14.1849972	14.1849972	0.2493072	13.9379436	0.334315	0.120774	14.658946	0.016838	-1025001.0	3.72028311715	211.675417316	1.
1530084976.367972	14.1947352	14.1947352	0.2590488	13.9379436	0.211182	0.0251	14.619668	0.016681	-1025001.0	3.7077693989	203.169459963	1.
1530084976.377972	14.2040808	14.2040808	0.2681712	13.9379436	0.1072	0.046733	14.580368	0.01652	-1025001.0	3.69536934766	195.730655641	1.
1530084976.382972	14.2094448	14.2094448	0.273672	13.9379436	0.151544	0.028406	14.560707	0.01644	-1025001.0	3.68899319698	191.537845304	1.
1530084976.397972	14.231556	14.231556	0.295632	13.9379436	0.35088	-0.020245	14.501654	0.016195	-1025001.0	3.66832371668	176.591013151	1.
1530084976.407972	14.2439616	14.2439616	0.307836	13.9379436	0.563092	0.007707	14.462227	0.016027	-1025001.0	3.65516410828	169.129072623	1.
1530084976.417972	14.2515036	14.2515036	0.3197484	14.0120676	0.420764	0.015472	14.769735	0.015858	-1025001.0	3.730907804	166.29026447	1.
1530084976.432972	14.2645212	14.2645212	0.3269484	14.0120676	0.111141	0.071316	14.710507	0.015589	-1025001.0	3.71255539934	161.97609531	1.
1530084976.442972	14.2678728	14.2678728	0.3408732	14.0120676	0.06702	0.144637	14.671447	0.017088	-1025001.0	3.70182787164	154.946793118	1.
1530084976.447972	14.274918	14.274918	0.3459312	14.0120676	0.126029	-0.029297	14.651696	0.017082	-1025001.0	3.69501986631	152.475710777	1.
1530084976.457972	14.2880796	14.2880796	0.3566088	14.0120676	0.332352	0.002797	14.612172	0.017071	-1025001.0	3.68165776456	147.511276222	1.
1530084976.467972	14.301234	14.301234	0.367056	14.0120676	0.52519	-0.026818	14.572608	0.017062	-1025001.0	3.66831203517	142.924754806	1.
1530084976.477972	14.3096148	14.3096148	0.3729672	14.0120676	0.454671	0.032654	14.533011	0.017049	-1025001.0	3.65620181474	140.277320901	1.
1530084976.492972	14.3255412	14.3255412	0.3876624	14.0120676	0.185557	-0.042739	14.473565	0.017036	-1025001.0	3.63719829307	134.407757884	1.
1530084976.497972	14.3262792	14.3262792	0.387792	14.0120676	0.061337	-0.036489	14.453719	0.017024	-1025001.0	3.63202389634	134.178601931	1.
1530084976.507972	14.3378208	14.3378208	0.3961512	14.0120676	0.022257	0.016583	14.414017	0.016997	-1025001.0	3.61913166051	130.986505153	1.
1530084976.517972	14.3400024	14.3400024	0.2648088	14.0928516	0.367602	0.038288	14.801227	0.018003	-1025001.0	3.71578858313	201.218453465	1.
1530084976.527972	14.3523828	14.3523828	0.2764008	14.0928516	0.520105	-0.049804	14.761608	0.017811	-1025001.0	3.70264572375	192.263512985	1.
1530084976.542972	14.3687808	14.3687808	0.2953584	14.0928516	0.420941	-0.054347	14.702389	0.018855	-1025001.0	3.6835832585	179.20127005	1.
1530084976.552972	14.3766792	14.3766792	0.3029112	14.0928516	0.159944	-0.127286	14.662668	0.018673	-1025001.0	3.67161317754	174.260987378	1.
1530084976.562972	14.387706	14.387706	0.3161232	14.0928516	0.069835	-0.08696	14.622918	0.018502	-1025001.0	3.65885324596	166.525281283	1.
1530084976.572972	14.397588	14.397588	0.3257604	14.0928516	0.243919	-0.16928	14.583136	0.018345	-1025001.0	3.64639477112	161.159212722	1.
1530084976.577972	14.4072972	14.4072972	0.335952	14.0928516	0.26703	-0.059521	14.563232	0.018269	-1025001.0	3.63896395502	156.056922417	1.
1530084976.592972	14.4162072	14.4162072	0.3466836	14.0928516	0.494744	-0.15707	14.503455	0.018044	-1025001.0	3.62178742825	150.605445426	1.
1530084976.602972	14.425326	14.425326	0.3548664	14.0928516	0.35833	-0.111641	14.463541	0.017875	-1025001.0	3.60953697684	146.727747682	1.
1530084976.612972	14.4400248	14.4400248	0.1908	14.255262	0.289879	-0.061037	14.765982	0.017698	-1025001.0	3.6812634283	278.603433962	1.
1530084976.627972	14.45589	14.45589	0.2037996	14.255262	0.250364	0.189021	14.705995	0.017394	-1025001.0	3.66228450825	259.772747346	1.
1530084976.632972	14.4594504	14.4594504	0.2065536	14.255262	0.178189	0.215335	14.685988	0.017282	-1025001.0	3.65640154622	255.960471277	1.
1530084976.642972	14.4634788	14.4634788	0.212076	14.255262	0.041043	0.146133	14.646355	0.018552	-1025001.0	3.64551839354	248.622559837	1.
1530084976.652972	14.470722	14.470722	0.2184156	14.255262	0.12605	0.048537	14.606311	0.018407	-1025001.0	3.63373158575	240.746171977	1.
1530084976.662972	14.4744912	14.4744912	0.2206944	14.255262	0.317505	0.127781	14.566251	0.018241	-1025001.0	3.62282189235	237.60686089	1.
1530084976.672972	14.493258	14.493258	0.2384928	14.255262	0.36371	0.292027	14.526165	0.018042	-1025001.0	3.60817381433	219.269487381	1.
1530084976.682972	14.5056024	14.5056024	0.2505492	14.255262	0.434128	0.32829	14.486038	0.017823	-1025001.0	3.59514450775	208.14170151	1.
1530084976.692972	14.5167912	14.5167912	0.2620584	14.255262	0.242838	0.096332	14.445859	0.017482	-1025001.0	3.5824096168	198.448484765	1.
1530084976.707972	14.5240632	14.5240632	0.2714616	14.255262	0.077058	-0.273668	14.385546	0.017029	-1025001.0	3.56566650027	190.774553749	1.
1530084976.712972	14.522958	14.522958	1.0815984	13.4454888	0.104137	-0.34707	14.763872	0.016896	-1025001.0	3.65971857799	49.1401792014	1.
1530084976.727972	14.5398636	14.5398636	1.0979892	13.4454888	0.402595	0.0084	14.703512	0.016487	-1025001.0	3.64051855342	48.2087102496	1.
1530084976.732972	14.5439244	14.5439244	1.1019492	13.4454888	0.456036	0.096291	14.683378	0.016346	-1025001.0	3.63451839725	47.9696893468	1.
1530084976.747972	14.5586016	14.5586016	1.11735	13.4454888	0.485541	0.034919	14.623305	0.017278	-1025001.0	3.61599963007	47.1149577124	1.
1530084976.757972	14.5651212	14.5651212	1.12428	13.4454888	0.021316	-0.142099	14.582977	0.017039	-1025001.0	3.6044133433	46.6954114633	1.
1530084976.767972	14.5748808	14.5748808	1.1339532	13.4454888	0.052974	-0.166122	14.542505	0.016954	-1025001.0	3.59200316753	46.16858791	1.
1530084976.777972	14.5856196	14.5856196	1.1446308	13.4454888	0.19559	-0.037091	14.502009	0.016867	-1025001.0	3.57936336143	45.6105430677	1.
1530084976.782972	14.5869588	14.5869588	1.1457612	13.4454888	0.265606	-0.010035	14.481751	0.016822	-1025001.0	3.57403515803	45.5018930646	1.
1530084976.797972	14.6112876	14.6112876	1.1701836	13.4454888	0.585494	0.03672	14.420962	0.016712	-1025001.0	3.55310665434	44.365228841	1.
1530084976.807972	14.6212488	14.6212488	1.1221812	13.5011448	0.454701	-0.050153	14.746805	0.01665	-1025001.0	3.63091407076	47.3083117058	1.
1530084976.817972	14.6256624	14.6256624	1.1270808	13.5011448	0.304129	-0.132376	14.706205	0.016605	-1025001.0	3.61982497285	46.9729747858	1.
1530084976.827972	14.635638	14.635638	1.1369916	13.5011448	-0.040414	-0.253585	14.665587	0.016572	-1025001.0	3.60736670311	46.4349193081	1.
1530084976.832972	14.6426148	14.6426148	1.1437308	13.5011448	-0.048046	-0.179818	14.645268	0.016552	-1025001.0	3.60065230972	46.0973550769	1.
1530084976.842972	14.6470284	14.6470284	1.14831	13.5011448	0.207693	0.049365	14.605096	0.017867	-1025001.0	3.58969370197	45.787588369	1.
1530084976.857972	14.6671992	14.6671992	1.1678436	13.5011448	0.513204	0.260077	14.544115	0.017807	-1025001.0	3.56978952055	44.8337551364	1.
1530084976.867972	14.6721564	14.6721564	1.1726568	13.5011448	0.4526	0.153333	14.503431	0.017752	-1025001.0	3.55860107925	44.5248359111	1.
1530084976.877972	14.6787192	14.6787192	1.17909	13.5011448	0.289156	0.111109	14.462722	0.017689	-1025001.0	3.54702603753	44.157612396	1.
1530084976.887972	14.6879568	14.6879568	1.1884176	13.5011448	0.004709	0.015519	14.421991	0.01759	-1025001.0	3.53481211219	43.6876461607	1.
1530084976.897972	14.6976084	14.6976084	1.1981304	13.5011448	0.039891	-0.133156	14.381237	0.017465	-1025001.0	3.52250868243	43.2110337906	1.
