timestamp	auto_speed	auto_speed_x	auto_speed_y	obs_speed	obs_speed_x	obs_speed_y	distance	auto_a_y	obs_a_y
1530084975.207972	3.56448854291	-0.287093301869	3.55290810584	3.81840270515	-0.302846924748	3.80637399094	20.7252960662	0.40659771373721132	-0.30143017704708519
1530084975.217972	3.56940438887	-0.286893397087	3.55785607775	3.8188620818	-0.303173767716	3.8068088035	20.728034935	0.13199611874411385	0.25813794296192921
1530084975.227972	3.57448087594	-0.286349971665	3.56299273451	3.8185437874	-0.303860002749	3.8064347827	20.7306044528	0.18779845280638807	0.24167875615518072
1530084975.237972	3.57945098958	-0.287198492973	3.56791065085	3.81794977296	-0.305582465364	3.80570096378	20.7333601775	0.27487099830367229	0.24623567397827106
1530084975.247972	3.58364947492	-0.286330543915	3.57219237706	3.81732556398	-0.306237928911	3.80502204886	20.7358629657	0.51512868192707117	-0.023167790629155329
1530084975.257972	3.58627429138	-0.285290919614	3.5749087239	3.81748275657	-0.306206732315	3.80518226026	20.7382876103	0.69716674357076069	-0.24126401473952461
1530084975.267972	3.59026100779	-0.286298003428	3.57882767918	3.81793710962	-0.306876436226	3.80558413728	20.7406849214	0.5192401549431086	-0.22046829119819766
1530084975.277977	3.59365263195	-0.285747644162	3.58227407145	3.81846751285	-0.306104873029	3.80617839222	20.743034946	0.33786662726048922	-0.028456336196886797
1530084975.2929721	3.60018013974	-0.28582129414	3.58881641024	3.81689749509	-0.303793836087	3.80478853462	20.7272740945	0.0672597344073298	0.19929902697785715
1530084975.297972	3.60220037368	-0.286078340739	3.59082256803	3.81585726632	-0.302841363572	3.8038209455	20.7474156245	0.041675453243542819	0.23449441410807373
1530084975.307972	3.60667514658	-0.284972782023	3.5953993	3.81568573127	-0.303232940358	3.80361767055	20.749547794	0.32425962329176061	0.0446916951080869
1530084975.3179719	3.60941846118	-0.283261013032	3.59828637359	3.8154936094	-0.303804866162	3.80337929829	20.7516476649	0.5370127699335715	-0.14053093391696528
1530084975.3279719	3.61286388667	-0.283281972415	3.60174079963	3.81665200697	-0.303665307253	3.80455252605	20.7536693256	0.53937297241485382	-0.18691347411289794
1530084975.3429711	3.62021893451	-0.282781116808	3.60915779286	3.81727042207	-0.303921249874	3.80515247383	20.7375882222	0.62829994725237182	-0.02558633410782004
1530084975.3479719	3.61921400513	-0.286116635687	3.6078868172	3.81782828755	-0.303156335412	3.80577312376	20.7579352079	0.23889619342126983	0.092983391223858375
1530084975.3579719	3.6221354993	-0.28697047271	3.61074971759	3.8179101495	-0.303872004606	3.80579817048	20.7598823937	0.089478241870074249	0.13836762408882866
1530084975.3679719	3.62622567928	-0.287563320264	3.61480566752	3.81838407478	-0.304560719477	3.80621855792	20.7618146458	-0.0054546954421623162	0.16374852389398395
1530084975.3779719	3.63021276904	-0.287583297265	3.61880375202	3.81749574827	-0.305843878695	3.80522447563	20.7637126018	0.44692277141926645	-0.011184070830627325
1530084975.392972	3.63634246464	-0.288772952352	3.62485816304	3.81720610886	-0.300081172953	3.80539272181	20.7473707958	0.7159731806884071	-0.2665240374815786
1530084975.3979721	3.63722608904	-0.288797462562	3.62574263406	3.81737044871	-0.299547883351	3.80559958591	20.7672321072	0.79319509495024221	0.22824232057220384
1530084975.4079721	3.63916198378	-0.288895530117	3.62767684846	3.81797304487	-0.299587423418	3.80620093362	20.7689222893	0.29689130318173718	-0.036047382975561128
1530084975.4179721	3.64252211177	-0.290214677642	3.63094240874	3.81818285953	-0.299773665521	3.80639673422	20.7705848063	0.02580225389526843	0.16804296997790549
1530084975.432972	3.64680065486	-0.290377306457	3.63522159382	3.8172492188	-0.300824099661	3.80537730842	20.7539577268	0.050001895754423542	0.17337374336117786
1530084975.4429719	3.65005433493	-0.292564669076	3.63831039939	3.81799254507	-0.299956399901	3.80619143401	20.7554855519	0.38006754413348465	-0.0840706812016598
1530084975.4479721	3.65441977886	-0.295717427032	3.64243532866	3.81767771155	-0.299551249439	3.80590753412	20.7754650995	0.5682209222494945	0.027860323292158179
1530084975.4629719	3.66051594795	-0.298397804143	3.64833328463	3.81793330537	-0.298813187195	3.80622193302	20.75866893	0.78441552554770577	-0.22207748891087681
1530084975.4729719	3.66510432347	-0.29754198148	3.6530067713	3.81953119736	-0.298217679654	3.80787142419	20.7600822242	0.42729610974952076	0.0049692553993135238
1530084975.4829719	3.66873759829	-0.298358302329	3.65658555056	3.81907333751	-0.297822913603	3.80744306188	20.761453712	0.0630950089648235	0.17545363449702933
1530084975.4929719	3.67086258399	-0.297155539427	3.65881547717	3.81558982054	-0.295126571817	3.80415903784	20.7624218846	0.03402254120724113	0.17717922436525904
