distance	id	result	timestamp
-1.000000	-1.000000	-1.000000	1543472920.636824
-1.000000	-1.000000	-1.000000	1543472920.771153
-1.000000	-1.000000	-1.000000	1543472920.904557
-1.000000	-1.000000	-1.000000	1543472921.038140
-1.000000	-1.000000	-1.000000	1543472921.169971
-1.000000	-1.000000	-1.000000	1543472921.304635
-1.000000	-1.000000	-1.000000	1543472921.437106
-1.000000	-1.000000	-1.000000	1543472921.703092
-1.000000	-1.000000	-1.000000	1543472921.836969
-1.000000	-1.000000	-1.000000	1543472921.969974
-1.000000	-1.000000	-1.000000	1543472922.103885
-1.000000	-1.000000	-1.000000	1543472922.239864
-1.000000	-1.000000	-1.000000	1543472922.369660
-1.000000	-1.000000	-1.000000	1543472922.502989
-1.000000	-1.000000	-1.000000	1543472922.640503
-1.000000	-1.000000	-1.000000	1543472922.770418
-1.000000	-1.000000	-1.000000	1543472922.904314
-1.000000	-1.000000	-1.000000	1543472923.037529
-1.000000	-1.000000	-1.000000	1543472923.171443
-1.000000	-1.000000	-1.000000	1543472923.305214
-1.000000	-1.000000	-1.000000	1543472923.437350
-1.000000	-1.000000	-1.000000	1543472923.571090
-1.000000	-1.000000	-1.000000	1543472923.705794
-1.000000	-1.000000	-1.000000	1543472923.841430
-1.000000	-1.000000	-1.000000	1543472923.969753
-1.000000	-1.000000	-1.000000	1543472924.103944
-1.000000	-1.000000	-1.000000	1543472924.236332
-1.000000	-1.000000	-1.000000	1543472924.503546
-1.000000	-1.000000	-1.000000	1543472924.637241
-1.000000	-1.000000	-1.000000	1543472924.769968
-1.000000	-1.000000	-1.000000	1543472924.903404
-1.000000	-1.000000	-1.000000	1543472925.036509
-1.000000	-1.000000	-1.000000	1543472925.169253
-1.000000	-1.000000	-1.000000	1543472925.304214
-1.000000	-1.000000	-1.000000	1543472925.436791
-1.000000	-1.000000	-1.000000	1543472925.569871
-1.000000	-1.000000	-1.000000	1543472925.704432
-1.000000	-1.000000	-1.000000	1543472925.970117
-1.000000	-1.000000	-1.000000	1543472926.103544
-1.000000	-1.000000	-1.000000	1543472926.236562
-1.000000	-1.000000	-1.000000	1543472926.370055
-1.000000	-1.000000	-1.000000	1543472926.503732
-1.000000	-1.000000	-1.000000	1543472926.637086
-1.000000	-1.000000	-1.000000	1543472926.770094
-1.000000	-1.000000	-1.000000	1543472926.906027
-1.000000	-1.000000	-1.000000	1543472927.036537
-1.000000	-1.000000	-1.000000	1543472927.169981
-1.000000	-1.000000	-1.000000	1543472927.302746
-1.000000	-1.000000	-1.000000	1543472927.438187
-1.000000	-1.000000	-1.000000	1543472927.569587
-1.000000	-1.000000	-1.000000	1543472927.836342
-1.000000	-1.000000	-1.000000	1543472927.971620
-1.000000	-1.000000	-1.000000	1543472928.104311
-1.000000	-1.000000	-1.000000	1543472928.235961
-1.000000	-1.000000	-1.000000	1543472928.369287
-1.000000	-1.000000	-1.000000	1543472928.503557
-1.000000	-1.000000	-1.000000	1543472928.636193
-1.000000	-1.000000	-1.000000	1543472928.771831
-1.000000	-1.000000	-1.000000	1543472928.903944
-1.000000	-1.000000	-1.000000	1543472929.036519
-1.000000	-1.000000	-1.000000	1543472929.171084
-1.000000	-1.000000	-1.000000	1543472929.303443
-1.000000	-1.000000	-1.000000	1543472929.437928
-1.000000	-1.000000	-1.000000	1543472929.571642
-1.000000	-1.000000	-1.000000	1543472929.703725
-1.000000	-1.000000	-1.000000	1543472929.837699
-1.000000	-1.000000	-1.000000	1543472929.971091
-1.000000	-1.000000	-1.000000	1543472930.105008
-1.000000	-1.000000	-1.000000	1543472930.236399
-1.000000	-1.000000	-1.000000	1543472930.369736
-1.000000	-1.000000	-1.000000	1543472930.505299
-1.000000	-1.000000	-1.000000	1543472930.770401
-1.000000	-1.000000	-1.000000	1543472930.904280
-1.000000	-1.000000	-1.000000	1543472931.036795
-1.000000	-1.000000	-1.000000	1543472931.169768
-1.000000	-1.000000	-1.000000	1543472931.303727
-1.000000	-1.000000	-1.000000	1543472931.437530
-1.000000	-1.000000	-1.000000	1543472931.569818
-1.000000	-1.000000	-1.000000	1543472931.704570
-1.000000	-1.000000	-1.000000	1543472931.836609
-1.000000	-1.000000	-1.000000	1543472931.975823
-1.000000	-1.000000	-1.000000	1543472932.104234
-1.000000	-1.000000	-1.000000	1543472932.236729
-1.000000	-1.000000	-1.000000	1543472932.370326
-1.000000	-1.000000	-1.000000	1543472932.502963
-1.000000	-1.000000	-1.000000	1543472932.637555
-1.000000	-1.000000	-1.000000	1543472932.903834
-1.000000	-1.000000	-1.000000	1543472933.036691
-1.000000	-1.000000	-1.000000	1543472933.171149
-1.000000	-1.000000	-1.000000	1543472933.303560
-1.000000	-1.000000	-1.000000	1543472933.436428
-1.000000	-1.000000	-1.000000	1543472933.570225
-1.000000	-1.000000	-1.000000	1543472933.704840
-1.000000	-1.000000	-1.000000	1543472933.836510
-1.000000	-1.000000	-1.000000	1543472933.970448
-1.000000	-1.000000	-1.000000	1543472934.103702
-1.000000	-1.000000	-1.000000	1543472934.235828
-1.000000	-1.000000	-1.000000	1543472934.369433
-1.000000	-1.000000	-1.000000	1543472934.504777
-1.000000	-1.000000	-1.000000	1543472934.635997
-1.000000	-1.000000	-1.000000	1543472934.903379
-1.000000	-1.000000	-1.000000	1543472935.037848
-1.000000	-1.000000	-1.000000	1543472935.170671
-1.000000	-1.000000	-1.000000	1543472935.302799
-1.000000	-1.000000	-1.000000	1543472935.436728
-1.000000	-1.000000	-1.000000	1543472935.570890
-1.000000	-1.000000	-1.000000	1543472935.704627
-1.000000	-1.000000	-1.000000	1543472935.836408
-1.000000	-1.000000	-1.000000	1543472935.969081
-1.000000	-1.000000	-1.000000	1543472936.103617
-1.000000	-1.000000	-1.000000	1543472936.236085
-1.000000	-1.000000	-1.000000	1543472936.369474
-1.000000	-1.000000	-1.000000	1543472936.502551
-1.000000	-1.000000	-1.000000	1543472936.769818
-1.000000	-1.000000	-1.000000	1543472936.904840
-1.000000	-1.000000	-1.000000	1543472937.036439
-1.000000	-1.000000	-1.000000	1543472937.170942
-1.000000	-1.000000	-1.000000	1543472937.303545
-1.000000	-1.000000	-1.000000	1543472937.436498
-1.000000	-1.000000	-1.000000	1543472937.569399
-1.000000	-1.000000	-1.000000	1543472937.704640
-1.000000	-1.000000	-1.000000	1543472937.837025
-1.000000	-1.000000	-1.000000	1543472937.969451
-1.000000	-1.000000	-1.000000	1543472938.104281
-1.000000	-1.000000	-1.000000	1543472938.237465
-1.000000	-1.000000	-1.000000	1543472938.369057
