distance	id	result	timestamp
-1.000000	-1.000000	-1.000000	1543459415.573049
-1.000000	-1.000000	-1.000000	1543459415.704532
-1.000000	-1.000000	-1.000000	1543459415.838906
-1.000000	-1.000000	-1.000000	1543459415.969554
-1.000000	-1.000000	-1.000000	1543459416.103492
-1.000000	-1.000000	-1.000000	1543459416.237392
-1.000000	-1.000000	-1.000000	1543459416.369140
-1.000000	-1.000000	-1.000000	1543459416.505555
-1.000000	-1.000000	-1.000000	1543459416.637300
-1.000000	-1.000000	-1.000000	1543459416.772879
-1.000000	-1.000000	-1.000000	1543459416.903742
-1.000000	-1.000000	-1.000000	1543459417.036665
-1.000000	-1.000000	-1.000000	1543459417.169259
-1.000000	-1.000000	-1.000000	1543459417.305012
-1.000000	-1.000000	-1.000000	1543459417.569694
-1.000000	-1.000000	-1.000000	1543459417.704931
-1.000000	-1.000000	-1.000000	1543459417.838325
-1.000000	-1.000000	-1.000000	1543459417.969052
-1.000000	-1.000000	-1.000000	1543459418.103845
-1.000000	-1.000000	-1.000000	1543459418.237665
-1.000000	-1.000000	-1.000000	1543459418.370611
-1.000000	-1.000000	-1.000000	1543459418.503128
-1.000000	-1.000000	-1.000000	1543459418.637522
-1.000000	-1.000000	-1.000000	1543459418.770755
-1.000000	-1.000000	-1.000000	1543459418.903600
-1.000000	-1.000000	-1.000000	1543459419.036788
-1.000000	-1.000000	-1.000000	1543459419.169342
-1.000000	-1.000000	-1.000000	1543459419.437564
-1.000000	-1.000000	-1.000000	1543459419.570102
-1.000000	-1.000000	-1.000000	1543459419.704818
-1.000000	-1.000000	-1.000000	1543459419.837840
-1.000000	-1.000000	-1.000000	1543459419.969696
-1.000000	-1.000000	-1.000000	1543459420.106211
-1.000000	-1.000000	-1.000000	1543459420.237282
-1.000000	-1.000000	-1.000000	1543459420.369848
-1.000000	-1.000000	-1.000000	1543459420.637471
-1.000000	-1.000000	-1.000000	1543459420.769686
-1.000000	-1.000000	-1.000000	1543459420.903484
-1.000000	-1.000000	-1.000000	1543459421.038190
-1.000000	-1.000000	-1.000000	1543459421.170859
-1.000000	-1.000000	-1.000000	1543459421.304816
-1.000000	-1.000000	-1.000000	1543459421.438689
-1.000000	-1.000000	-1.000000	1543459421.571120
-1.000000	-1.000000	-1.000000	1543459421.705527
-1.000000	-1.000000	-1.000000	1543459421.971251
-1.000000	-1.000000	-1.000000	1543459422.103989
-1.000000	-1.000000	-1.000000	1543459422.237895
-1.000000	-1.000000	-1.000000	1543459422.371116
-1.000000	-1.000000	-1.000000	1543459422.505371
-1.000000	-1.000000	-1.000000	1543459422.637652
-1.000000	-1.000000	-1.000000	1543459422.770355
147.324969	2.000000	1.000000	1543459423.050827
146.266760	2.000000	1.000000	1543459423.183013
145.168806	2.000000	1.000000	1543459423.346521
144.041537	2.000000	1.000000	1543459423.465065
142.899297	2.000000	1.000000	1543459423.606698
139.301910	2.000000	1.000000	1543459423.984407
138.050878	2.000000	1.000000	1543459424.132082
136.764615	2.000000	1.000000	1543459424.263671
135.455354	2.000000	1.000000	1543459424.382055
134.126020	2.000000	1.000000	1543459424.546762
132.776496	2.000000	1.000000	1543459424.652113
131.399643	2.000000	1.000000	1543459424.806010
130.001704	2.000000	1.000000	1543459424.945673
128.570653	2.000000	1.000000	1543459425.059461
127.100468	2.000000	1.000000	1543459425.187791
125.628426	2.000000	1.000000	1543459425.335666
124.118266	2.000000	1.000000	1543459425.451898
122.568526	2.000000	1.000000	1543459425.605810
121.020671	2.000000	1.000000	1543459425.748407
119.436137	2.000000	1.000000	1543459425.849712
117.828255	2.000000	1.000000	1543459426.004987
116.205811	2.000000	1.000000	1543459426.146024
114.551030	2.000000	1.000000	1543459426.251125
112.875185	2.000000	1.000000	1543459426.397227
111.181622	2.000000	1.000000	1543459426.546645
109.472074	2.000000	1.000000	1543459426.661642
106.039087	2.000000	1.000000	1543459426.947610
104.296653	2.000000	1.000000	1543459427.065385
100.831667	2.000000	1.000000	1543459427.347860
99.026194	2.000000	1.000000	1543459427.464925
97.230363	2.000000	1.000000	1543459427.604535
95.478757	2.000000	1.000000	1543459427.737693
93.718223	2.000000	1.000000	1543459427.858891
91.949039	2.000000	1.000000	1543459427.980700
90.166500	2.000000	1.000000	1543459428.146359
88.382890	2.000000	1.000000	1543459428.248860
86.598823	2.000000	1.000000	1543459428.404482
84.810440	2.000000	1.000000	1543459428.547341
83.029761	2.000000	1.000000	1543459428.660876
81.255894	2.000000	1.000000	1543459428.797338
79.463840	2.000000	1.000000	1543459428.947402
77.690358	2.000000	1.000000	1543459429.062037
75.940361	2.000000	1.000000	1543459429.180721
74.177849	2.000000	1.000000	1543459429.345679
72.418978	2.000000	1.000000	1543459429.454847
70.680226	2.000000	1.000000	1543459429.606281
68.964820	2.000000	1.000000	1543459429.736466
65.569745	2.000000	1.000000	1543459429.992041
63.903460	2.000000	1.000000	1543459430.116680
62.258375	2.000000	1.000000	1543459430.249958
60.640555	2.000000	1.000000	1543459430.394534
59.035519	2.000000	1.000000	1543459430.548586
57.432570	2.000000	1.000000	1543459430.662565
55.865826	2.000000	1.000000	1543459430.794957
54.354407	2.000000	1.000000	1543459430.946405
52.847024	2.000000	1.000000	1543459431.064831
