distance	id	result	timestamp
-1.000000	-1.000000	-1.000000	1543458979.169555
-1.000000	-1.000000	-1.000000	1543458979.303069
-1.000000	-1.000000	-1.000000	1543458979.436844
-1.000000	-1.000000	-1.000000	1543458979.569691
-1.000000	-1.000000	-1.000000	1543458979.703209
-1.000000	-1.000000	-1.000000	1543458979.837512
-1.000000	-1.000000	-1.000000	1543458979.969611
-1.000000	-1.000000	-1.000000	1543458980.104070
-1.000000	-1.000000	-1.000000	1543458980.236804
-1.000000	-1.000000	-1.000000	1543458980.369944
-1.000000	-1.000000	-1.000000	1543458980.504072
-1.000000	-1.000000	-1.000000	1543458980.637628
-1.000000	-1.000000	-1.000000	1543458980.769467
-1.000000	-1.000000	-1.000000	1543458980.903644
-1.000000	-1.000000	-1.000000	1543458981.036955
-1.000000	-1.000000	-1.000000	1543458981.303638
-1.000000	-1.000000	-1.000000	1543458981.436285
-1.000000	-1.000000	-1.000000	1543458981.569905
-1.000000	-1.000000	-1.000000	1543458981.704785
-1.000000	-1.000000	-1.000000	1543458982.103215
-1.000000	-1.000000	-1.000000	1543458982.237565
-1.000000	-1.000000	-1.000000	1543458982.369495
-1.000000	-1.000000	-1.000000	1543458982.636546
-1.000000	-1.000000	-1.000000	1543458982.769363
-1.000000	-1.000000	-1.000000	1543458982.905112
-1.000000	-1.000000	-1.000000	1543458983.036897
-1.000000	-1.000000	-1.000000	1543458983.169386
-1.000000	-1.000000	-1.000000	1543458983.302867
-1.000000	-1.000000	-1.000000	1543458983.436688
-1.000000	-1.000000	-1.000000	1543458983.569813
-1.000000	-1.000000	-1.000000	1543458983.703286
-1.000000	-1.000000	-1.000000	1543458983.836845
-1.000000	-1.000000	-1.000000	1543458983.969556
-1.000000	-1.000000	-1.000000	1543458984.237816
-1.000000	-1.000000	-1.000000	1543458984.370122
-1.000000	-1.000000	-1.000000	1543458984.502849
-1.000000	-1.000000	-1.000000	1543458984.637891
-1.000000	-1.000000	-1.000000	1543458984.769469
-1.000000	-1.000000	-1.000000	1543458985.036364
-1.000000	-1.000000	-1.000000	1543458985.303396
-1.000000	-1.000000	-1.000000	1543458985.436089
-1.000000	-1.000000	-1.000000	1543458985.568954
-1.000000	-1.000000	-1.000000	1543458985.703809
-1.000000	-1.000000	-1.000000	1543458985.836565
-1.000000	-1.000000	-1.000000	1543458985.969223
-1.000000	-1.000000	-1.000000	1543458986.102982
-1.000000	-1.000000	-1.000000	1543458986.236869
-1.000000	-1.000000	-1.000000	1543458986.369465
-1.000000	-1.000000	-1.000000	1543458986.505172
146.605490	2.000000	3.000000	1543458986.794947
145.536057	2.000000	3.000000	1543458986.942180
143.315380	2.000000	3.000000	1543458987.196563
142.150114	2.000000	3.000000	1543458987.346708
139.735408	2.000000	3.000000	1543458987.604301
138.496327	2.000000	3.000000	1543458987.741901
137.220923	2.000000	3.000000	1543458987.857956
135.921415	2.000000	3.000000	1543458987.994253
134.590494	2.000000	3.000000	1543458988.146774
131.863328	2.000000	3.000000	1543458988.395631
129.022265	2.000000	3.000000	1543458988.661438
