front	position-x	position-y	speed	speed-x	speed-y	timestamp	v-x	v-y	v-z
1.519345	470908.444164	4399087.746045	0.000000	0.000000	0.000000	1543374403.173857	0.054640	0.210818	0.372558
1.535062	470908.538958	4399087.913958	0.000000	0.000000	0.000000	1543374403.265095	0.223095	0.233887	0.382817
1.549446	470908.539939	4399087.756836	0.000000	0.000000	0.000000	1543374403.366146	0.010000	0.010000	0.366798
1.553830	470908.513630	4399087.921026	0.000000	0.000000	0.000000	1543374403.567717	0.230762	0.407621	0.010000
1.568646	470908.625779	4399087.955220	0.000000	0.000000	0.000000	1543374403.660642	0.010000	0.010000	0.336712
1.585600	470908.499297	4399087.778433	0.000000	0.000000	0.000000	1543374403.772012	0.112994	0.372926	0.328790
1.595481	470908.483111	4399087.786791	0.000000	0.000000	0.000000	1543374403.861835	0.107209	0.455558	0.322048
1.636906	470908.509551	4399087.876978	0.000000	0.000000	0.000000	1543374404.058337	0.309102	0.171574	0.307625
1.646497	470908.426332	4399087.960647	0.000000	0.000000	0.000000	1543374404.169321	0.128244	0.257550	0.291105
1.650243	470908.478405	4399087.879163	0.000000	0.000000	0.000000	1543374404.270108	0.311605	0.167294	0.291643
1.615342	470908.464986	4399087.874209	0.000000	0.000000	0.000000	1543374404.368524	0.181023	0.384172	0.289646
1.616371	470908.525636	4399087.915417	0.000000	0.000000	0.000000	1543374404.460813	0.377118	0.330171	0.284753
1.555589	470908.580419	4399087.951929	0.000000	0.000000	0.000000	1543374404.568551	0.160866	0.404029	0.269844
1.565681	470908.582264	4399087.969911	0.000000	0.000000	0.000000	1543374404.659897	0.216681	0.389293	0.546305
1.588007	470908.562796	4399087.922478	0.000000	0.000000	0.000000	1543374404.776297	0.172953	0.303062	0.252454
1.578114	470908.568655	4399087.966282	0.000000	0.000000	0.000000	1543374404.862134	0.164604	0.301586	0.247810
1.597439	470908.568278	4399087.967566	0.000000	0.000000	0.000000	1543374404.971238	0.222633	0.293426	0.243708
1.522096	470908.525652	4399087.961356	0.000000	0.000000	0.000000	1543374405.074273	0.225391	0.374070	0.240503
1.540232	470908.496392	4399087.837121	0.000000	0.000000	0.000000	1543374405.172657	0.081883	0.260415	0.481409
1.527821	470908.567499	4399087.886838	0.000000	0.000000	0.000000	1543374405.271374	0.253471	0.428147	0.466093
1.518149	470908.548619	4399087.988783	0.000000	0.000000	0.000000	1543374405.370568	0.149695	0.455382	0.219675
1.567813	470908.542119	4399088.018011	0.000000	0.000000	0.000000	1543374405.571514	0.189133	0.428527	0.446150
1.502013	470908.557721	4399088.098273	0.000000	0.000000	0.000000	1543374405.676335	0.061095	0.114503	0.227138
1.474321	470908.521786	4399088.034310	0.000000	0.000000	0.000000	1543374405.772383	0.168922	0.365838	0.416771
1.409789	470908.554544	4399087.973432	0.000000	0.000000	0.000000	1543374405.870272	0.334259	0.371110	0.388463
