1292035078.96	0.0
1292035078.98	0.0
1292035079.0	0.0
1292035079.02	0.0
1292035079.04	0.0
1292035079.06	0.0
1292035079.08	0.0
1292035079.1	0.0
1292035079.12	0.0
1292035079.14	0.0
1292035079.16	0.0
1292035079.18	0.0
1292035079.2	0.0
1292035079.22	0.0
1292035079.24	0.0
1292035079.26	0.0
1292035079.28	0.0
1292035079.3	0.0
1292035079.32	0.0
1292035079.34	0.0
1292035079.36	0.0
1292035079.38	0.0
1292035079.4	0.0
1292035079.42	0.0
1292035079.44	0.0
1292035079.46	0.0
1292035079.48	0.0
1292035079.5	0.0
1292035079.52	0.0
1292035079.54	0.0
1292035079.56	0.0
1292035079.58	0.0
1292035079.6	0.0
1292035079.62	0.0
1292035079.64	0.0
1292035079.66	0.0
1292035079.68	0.0
1292035079.7	0.0
1292035079.72	0.0
1292035079.74	0.0
1292035079.76	0.0
1292035079.78	0.0
1292035079.8	0.0
1292035079.82	0.0
1292035079.84	0.0
1292035079.86	0.0
1292035079.88	0.0
1292035079.9	0.0
1292035079.92	0.0
1292035079.94	0.0
1292035079.96	0.0
1292035079.98	0.0
1292035080.0	0.0
1292035080.02	0.0
1292035080.04	0.0
1292035080.06	0.0
1292035080.08	0.0
1292035080.1	0.0
1292035080.12	0.0
1292035080.14	0.0
1292035080.16	0.0
1292035080.18	0.0
1292035080.2	0.0
1292035080.22	0.0
1292035080.24	0.0
1292035080.26	0.0
1292035080.28	0.0
1292035080.3	0.0
1292035080.32	0.0
1292035080.34	0.0
1292035080.36	0.0
1292035080.38	0.0
1292035080.4	0.0
1292035080.42	0.0
1292035080.44	0.0
1292035080.46	0.0
1292035080.48	0.0
1292035080.5	0.0
1292035080.52	0.0
1292035080.54	0.0
1292035080.56	0.0
1292035080.58	0.0
1292035080.6	0.0
1292035080.62	0.0
1292035080.64	0.0
1292035080.66	0.0
1292035080.68	0.0
1292035080.7	0.0
1292035080.72	0.0
1292035080.74	0.0
1292035080.76	0.0
1292035080.78	0.0
1292035080.8	0.0
1292035080.82	0.0
1292035080.84	0.0
1292035080.86	0.0
1292035080.88	0.0
1292035080.9	0.0
1292035080.92	0.0
1292035080.94	0.0
1292035080.96	0.0
1292035080.98	0.0
1292035081.0	0.0
1292035081.02	0.0
1292035081.04	0.0
1292035081.06	0.0
1292035081.08	0.0
1292035081.1	0.0
1292035081.12	0.0
1292035081.14	0.0
1292035081.16	0.0
1292035081.18	0.0
1292035081.2	0.0
1292035081.22	0.0
1292035081.24	0.0
1292035081.26	0.0
1292035081.28	0.0
1292035081.3	0.0
1292035081.32	0.0
1292035081.34	0.0
1292035081.36	0.0
1292035081.38	0.0
1292035081.4	0.0
1292035081.42	0.0
1292035081.44	0.0
1292035081.46	0.0
1292035081.48	0.0
1292035081.5	0.0
1292035081.52	0.0
1292035081.54	0.0
