a_x	a_y	a_z	brake	drive-status	front	gun	position_x	position_y	speed	speed_x	speed_y	steer	timestamp
0.064544	-0.095101	0.020524	19.660500	1.000000	86.786083	16.756500	470838.847836	4399134.397777	0.004447	-0.003638	0.002558	0.085106	1543481072.306544
0.063087	-0.081637	-0.026862	19.660500	1.000000	86.785744	16.677000	470838.847867	4399134.397716	0.004320	-0.003279	0.002813	0.425532	1543481072.322543
0.061266	-0.077627	0.007865	19.660500	1.000000	86.785343	16.677000	470838.847884	4399134.397686	0.004226	-0.003130	0.002839	0.425532	1543481072.330545
0.075804	-0.055200	0.078810	19.660500	1.000000	86.785233	16.677000	470838.847846	4399134.397682	0.004356	-0.003162	0.002995	0.744681	1543481072.338543
0.065429	-0.035252	-0.029299	19.660500	1.000000	86.785139	16.677000	470838.847764	4399134.397677	0.004849	-0.003606	0.003241	0.744681	1543481072.354545
0.073560	-0.068213	0.031612	19.660500	1.000000	86.785294	16.677000	470838.847721	4399134.397675	0.004881	-0.003530	0.003371	1.021277	1543481072.362545
0.072001	-0.073698	-0.027474	19.660500	1.000000	86.785594	16.677000	470838.847680	4399134.397675	0.004871	-0.003404	0.003484	1.021277	1543481072.370546
0.070011	-0.069679	-0.016948	19.660500	1.000000	86.785749	16.804501	470838.847639	4399134.397675	0.004880	-0.003313	0.003583	1.255319	1543481072.378545
0.053253	-0.064824	0.012960	19.660500	1.000000	86.787016	16.804501	470838.847530	4399134.397687	0.004843	-0.002585	0.004095	1.510638	1543481072.402544
0.054148	-0.061276	0.053422	19.660500	1.000000	86.787397	16.804501	470838.847495	4399134.397692	0.004820	-0.002575	0.004074	1.510638	1543481072.410543
0.054512	-0.041267	0.022685	19.660500	1.000000	86.789771	16.691999	470838.847583	4399134.397588	0.004121	-0.001697	0.003755	1.638298	1543481072.418543
0.035784	0.008255	0.035950	19.660500	1.000000	86.789796	16.691999	470838.847622	4399134.397626	0.004492	-0.002844	0.003477	1.638298	1543481072.434542
0.042433	-0.019388	0.049389	19.660500	1.000000	86.789728	16.708500	470838.847636	4399134.397644	0.004638	-0.003174	0.003381	1.765957	1543481072.442542
0.039626	-0.032383	0.019478	19.660500	1.000000	86.789656	16.708500	470838.847647	4399134.397660	0.004707	-0.003398	0.003256	1.765957	1543481072.450542
0.041907	-0.072802	-0.008331	19.660500	1.000000	86.789563	16.596001	470838.847659	4399134.397676	0.004545	-0.003295	0.003130	1.914894	1543481072.458543
0.033685	-0.088817	0.047726	19.660500	1.000000	86.789785	16.596001	470838.847687	4399134.397704	0.003927	-0.002707	0.002845	1.914894	1543481072.474537
0.036709	-0.074305	-0.005623	19.660500	1.000000	86.789666	16.564501	470838.847704	4399134.397716	0.003727	-0.002593	0.002676	2.063830	1543481072.482540
0.068508	-0.058652	0.028468	19.660500	1.000000	86.789571	16.564501	470838.847721	4399134.397728	0.003796	-0.002595	0.002770	2.063830	1543481072.490543
0.051386	-0.027285	0.084910	19.660500	1.000000	86.789649	16.500000	470838.847737	4399134.397740	0.003965	-0.002863	0.002743	2.276596	1543481072.498543
0.024294	-0.027672	0.025090	19.660500	1.000000	86.789507	16.500000	470838.847751	4399134.397751	0.004006	-0.003132	0.002497	2.276596	1543481072.506543
0.062711	-0.046976	0.098373	19.660500	1.000000	86.789227	16.580999	470838.847761	4399134.397648	0.004128	-0.003585	0.002046	2.468085	1543481072.522545
0.058965	-0.034560	0.013215	19.660500	1.000000	86.789095	16.580999	470838.847764	4399134.397646	0.004313	-0.003782	0.002073	2.468085	1543481072.530543
0.075626	-0.045141	0.012002	19.660500	1.000000	86.788960	16.629000	470838.847767	4399134.397645	0.004481	-0.003888	0.002229	2.638298	1543481072.538545
0.093685	-0.077074	0.054104	19.660500	1.000000	86.788867	16.629000	470838.847769	4399134.397646	0.004504	-0.003735	0.002517	2.638298	1543481072.546543
0.085748	-0.055017	-0.020438	19.660500	1.000000	86.788476	16.677000	470838.847777	4399134.397654	0.004674	-0.003601	0.002980	2.787234	1543481072.562545
0.070985	-0.052340	0.031685	19.660500	1.000000	86.788668	16.677000	470838.847781	4399134.397660	0.004788	-0.003652	0.003097	2.787234	1543481072.570543
0.057564	-0.041658	-0.023916	19.660500	1.000000	86.788895	16.629000	470838.847784	4399134.397667	0.004901	-0.003789	0.003109	2.914894	1543481072.578543
0.062576	-0.034579	0.002549	19.660500	1.000000	86.788997	16.629000	470838.847786	4399134.397674	0.005087	-0.003983	0.003165	2.914894	1543481072.586544
0.067061	-0.072740	0.024362	19.660500	1.000000	86.789250	16.548000	470838.847789	4399134.397691	0.005161	-0.003885	0.003397	3.021277	1543481072.602544
0.046603	-0.078960	-0.012640	19.660500	1.000000	86.789198	16.548000	470838.847791	4399134.397699	0.004984	-0.003730	0.003305	3.021277	1543481072.610545
0.069705	-0.080410	0.024580	14.590500	1.000000	86.789117	18.484501	470838.847795	4399134.397708	0.004920	-0.003558	0.003399	3.021277	1543481072.618545
0.060143	-0.056733	-0.027481	14.590500	1.000000	86.789102	18.484501	470838.847807	4399134.397728	0.004863	-0.003349	0.003526	3.021277	1543481072.634543
0.061325	-0.031432	-0.000834	14.650500	1.000000	86.789218	18.841499	470838.847812	4399134.397738	0.005050	-0.003569	0.003573	3.085106	1543481072.642545
0.063051	-0.033449	0.071396	14.650500	1.000000	86.789358	18.841499	470838.847816	4399134.397749	0.005245	-0.003780	0.003637	3.085106	1543481072.650545
0.056685	-0.033022	-0.003370	14.641500	1.000000	86.789521	19.197001	470838.847818	4399134.397760	0.005404	-0.003988	0.003646	3.127660	1543481072.658545
0.038261	-0.044854	-0.026116	14.641500	1.000000	86.789726	19.197001	470838.847819	4399134.397770	0.005399	-0.004108	0.003503	3.148936	1543481072.666542
0.030528	-0.098834	0.008850	14.644500	1.000000	86.790004	19.382999	470838.847821	4399134.397788	0.004851	-0.003697	0.003140	3.148936	1543481072.682540
0.048639	-0.091895	-0.053399	14.644500	1.000000	86.790078	19.382999	470838.847826	4399134.397794	0.004597	-0.003433	0.003057	3.148936	1543481072.690545
0.076303	-0.083349	0.005431	14.647500	1.000000	86.790269	19.579500	470838.847832	4399134.397801	0.004549	-0.003232	0.003201	3.191489	1543481072.698545
0.033613	-0.075412	-0.023311	14.647500	1.000000	86.790438	19.579500	470838.847849	4399134.397815	0.004214	-0.002969	0.002990	3.191489	1543481072.714540
0.045293	-0.036188	0.058989	14.623500	1.000000	86.790470	19.774500	470838.847857	4399134.397821	0.004300	-0.003165	0.002910	3.234043	1543481072.722545
0.054281	0.001912	0.057201	14.623500	1.000000	86.790596	19.774500	470838.847863	4399134.397826	0.004682	-0.003661	0.002919	3.234043	1543481072.730545
0.041506	-0.000925	0.002370	14.743500	1.000000	86.790578	19.971001	470838.847865	4399134.397831	0.005005	-0.004134	0.002821	3.276596	1543481072.738542
0.055349	-0.044321	0.062289	14.743500	1.000000	86.790330	19.971001	470838.847860	4399134.397840	0.005401	-0.004626	0.002786	3.276596	1543481072.754545
0.059492	-0.067791	0.006128	14.644500	1.000000	86.790226	20.160000	470838.847856	4399134.397844	0.005350	-0.004557	0.002804	3.319149	1543481072.762543
0.066049	-0.071969	0.005515	14.644500	1.000000	86.790184	20.160000	470838.847853	4399134.397849	0.005296	-0.004451	0.002871	3.319149	1543481072.770540
0.051468	-0.056128	0.019389	14.623500	1.000000	86.789999	20.371500	470838.847850	4399134.397853	0.005298	-0.004479	0.002830	3.340425	1543481072.778540
0.071546	-0.037480	0.018440	14.623500	1.000000	86.789218	20.371500	470838.847837	4399134.397864	0.005636	-0.004900	0.002784	3.361702	1543481072.802545
0.039368	-0.012879	0.033225	14.646000	1.000000	86.789195	20.589001	470838.847829	4399134.397868	0.005916	-0.005281	0.002666	3.361702	1543481072.810543
0.040841	-0.008860	0.001112	14.646000	1.000000	86.789202	20.589001	470838.847780	4399134.397881	0.006240	-0.005690	0.002560	3.361702	1543481072.818543
0.079983	0.001408	0.041322	14.646000	1.000000	86.789129	20.589001	470838.847728	4399134.397894	0.006764	-0.006169	0.002773	3.361702	1543481072.826545
0.064880	0.018854	-0.020584	14.646000	1.000000	86.789030	20.803499	470838.847611	4399134.397925	0.007924	-0.007336	0.002997	3.361702	1543481072.842545
0.087304	0.033771	0.012238	14.646000	1.000000	86.789068	20.803499	470838.847544	4399134.397942	0.008708	-0.008066	0.003281	3.361702	1543481072.850545
0.086294	0.047595	-0.002289	14.601000	1.000000	86.789143	21.016500	470838.847472	4399134.397962	0.009592	-0.008905	0.003564	3.382979	1543481072.858545
0.060516	0.114007	-0.005062	14.601000	1.000000	86.788947	21.016500	470838.847300	4399134.398006	0.012084	-0.011439	0.003895	3.382979	1543481072.874547
0.040495	0.124574	-0.011354	14.695500	1.000000	86.788819	21.222000	470838.847198	4399134.398029	0.013473	-0.012912	0.003845	3.382979	1543481072.882545
0.044518	0.145995	-0.051825	14.695500	1.000000	86.788672	21.222000	470838.847084	4399134.398052	0.015048	-0.014551	0.003836	3.382979	1543481072.890547
0.087090	0.152164	-0.055086	14.622000	1.000000	86.788423	21.452999	470838.846956	4399134.398076	0.016747	-0.016220	0.004169	3.404255	1543481072.898548
0.092886	0.127922	-0.033416	14.622000	1.000000	86.788278	21.452999	470838.846815	4399134.398104	0.018267	-0.017694	0.004539	3.404255	1543481072.906546
0.070836	0.142619	-0.021082	14.643000	1.000000	86.788168	21.660000	470838.846504	4399134.398172	0.021317	-0.020748	0.004893	3.425532	1543481072.922548
0.079507	0.175373	-0.002721	14.643000	1.000000	86.788139	21.660000	470838.846331	4399134.398213	0.023196	-0.022611	0.005178	3.425532	1543481072.930548
0.065128	0.242272	-0.050808	14.640000	1.000000	86.786798	21.875999	470838.846353	4399134.398018	0.023829	-0.023419	0.004401	3.425532	1543481072.938545
0.053657	0.270336	-0.001419	14.640000	1.000000	86.786696	21.875999	470838.846213	4399134.398021	0.026443	-0.026054	0.004523	3.425532	1543481072.946548
0.058269	0.301593	0.047029	14.695500	1.000000	86.786831	22.080000	470838.845867	4399134.398032	0.031989	-0.031604	0.004952	3.446809	1543481072.962545
0.055518	0.289029	-0.032982	14.623500	1.000000	86.787010	22.452000	470838.845661	4399134.398039	0.034759	-0.034383	0.005095	3.446809	1543481072.970546
0.068060	0.273869	0.034674	14.623500	1.000000	86.787075	22.452000	470838.845432	4399134.398048	0.037427	-0.037044	0.005335	3.446809	1543481072.978548
0.036683	0.276455	0.037302	14.623500	1.000000	86.787120	22.452000	470838.845183	4399134.398059	0.040093	-0.039738	0.005325	3.446809	1543481072.986544
0.072539	0.266440	-0.006361	14.596500	1.000000	86.787104	22.622999	470838.844620	4399134.398081	0.045291	-0.044935	0.005664	3.468085	1543481073.002546
0.050139	0.287240	0.044753	14.596500	1.000000	86.787159	22.622999	470838.844307	4399134.398094	0.048059	-0.047712	0.005767	3.468085	1543481073.010548
0.041577	0.309608	-0.053215	14.643000	1.000000	86.787166	22.773001	470838.843983	4399134.397970	0.050899	-0.050631	0.005218	3.468085	1543481073.018544
0.050091	0.332238	-0.010076	14.643000	1.000000	86.787261	22.773001	470838.843623	4399134.397970	0.054026	-0.053762	0.005339	3.468085	1543481073.026548
0.012816	0.395407	-0.020824	14.647500	1.000000	86.787516	22.945499	470838.842823	4399134.397969	0.061034	-0.060816	0.005158	3.468085	1543481073.042545
0.036185	0.400526	0.011107	14.647500	1.000000	86.787418	22.945499	470838.842380	4399134.397968	0.064709	-0.064500	0.005199	3.468085	1543481073.050546
0.044081	0.367159	0.078735	14.646000	1.000000	86.787362	23.077499	470838.841908	4399134.397968	0.068127	-0.067921	0.005290	3.489362	1543481073.058548
0.053623	0.357772	-0.003392	14.646000	1.000000	86.787304	23.077499	470838.841410	4399134.397969	0.071461	-0.071253	0.005451	3.489362	1543481073.066546
0.047452	0.395179	0.043166	14.647500	1.000000	86.787323	23.238001	470838.840330	4399134.397977	0.078572	-0.078349	0.005915	3.489362	1543481073.082545
0.027605	0.418167	-0.017416	14.647500	1.000000	86.787106	23.238001	470838.839746	4399134.397982	0.082382	-0.082171	0.005894	3.489362	1543481073.090541
0.046653	0.415901	-0.033421	14.647500	1.000000	86.786803	23.238001	470838.839131	4399134.397988	0.086182	-0.085971	0.006024	3.489362	1543481073.098548
0.045317	0.457330	-0.000981	14.647500	1.000000	86.786702	23.238001	470838.837809	4399134.398004	0.094169	-0.093956	0.006325	3.489362	1543481073.114546
0.060001	0.445427	-0.015936	14.599500	1.000000	86.786799	23.525999	470838.837099	4399134.398014	0.098205	-0.097985	0.006576	3.489362	1543481073.122546
0.063743	0.421796	0.061248	14.599500	1.000000	86.786884	23.525999	470838.836358	4399134.398027	0.102063	-0.101833	0.006848	3.489362	1543481073.130548
0.046425	0.452156	-0.011176	14.566500	1.000000	86.786799	23.644501	470838.835585	4399134.398041	0.106150	-0.105919	0.006993	3.489362	1543481073.138545
0.091373	0.455374	0.043101	14.566500	1.000000	86.786399	23.644501	470838.833940	4399134.398077	0.114465	-0.114199	0.007804	3.489362	1543481073.154546
0.080972	0.472437	0.020805	14.620500	1.000000	86.786421	23.800501	470838.833068	4399134.398100	0.118723	-0.118437	0.008235	3.510638	1543481073.162546
0.095244	0.471516	0.006320	14.620500	1.000000	86.786453	23.800501	470838.832162	4399134.398128	0.122974	-0.122660	0.008780	3.510638	1543481073.170546
0.084408	0.480681	0.054741	14.601000	1.000000	86.786624	23.913000	470838.831222	4399134.398159	0.127302	-0.126966	0.009244	3.531915	1543481073.178544
0.058842	0.562838	-0.011311	14.601000	1.000000	86.787082	23.913000	470838.829230	4399134.398229	0.137040	-0.136699	0.009661	3.531915	1543481073.194544
0.069308	0.556133	0.027143	14.601000	1.000000	86.787287	24.061501	470838.828175	4399134.398268	0.141968	-0.141613	0.010037	3.553191	1543481073.202544
0.041454	0.542699	0.076359	14.601000	1.000000	86.787590	24.061501	470838.827081	4399134.398309	0.146791	-0.146437	0.010187	3.553191	1543481073.210544
0.048359	0.497241	-0.012308	14.601000	1.000000	86.787712	24.061501	470838.825949	4399134.398351	0.151242	-0.150886	0.010368	3.574468	1543481073.218548
0.056335	0.488335	0.087059	14.601000	1.000000	86.788142	24.061501	470838.823585	4399134.398442	0.159853	-0.159484	0.010862	3.574468	1543481073.234544
0.067255	0.494763	-0.053448	14.617500	1.000000	86.788545	24.154499	470838.822350	4399134.398491	0.164279	-0.163898	0.011191	3.617021	1543481073.242543
0.067988	0.518942	-0.036250	14.617500	1.000000	86.788879	24.154499	470838.821078	4399134.398543	0.168904	-0.168510	0.011537	3.617021	1543481073.250546
0.056143	0.558392	0.146006	14.577000	1.000000	86.789111	24.298500	470838.819769	4399134.398597	0.173861	-0.173459	0.011813	3.638298	1543481073.258546
0.072378	0.587945	-0.007418	14.577000	1.000000	86.789547	24.298500	470838.817028	4399134.398714	0.184190	-0.183762	0.012548	3.638298	1543481073.274546
0.041579	0.577770	0.151932	14.626500	1.000000	86.789971	24.409500	470838.815596	4399134.398776	0.189302	-0.188874	0.012717	3.659575	1543481073.282547
0.019398	0.586177	0.009350	14.626500	1.000000	86.790260	24.409500	470838.814123	4399134.398839	0.194461	-0.194045	0.012707	3.659575	1543481073.290544
0.060869	0.599878	-0.010295	14.650500	1.000000	86.790457	24.547501	470838.812608	4399134.398904	0.199736	-0.199310	0.013033	3.680851	1543481073.298547
0.066101	0.615276	0.101020	14.650500	1.000000	86.790673	24.547501	470838.811051	4399134.398972	0.205142	-0.204704	0.013412	3.680851	1543481073.306544
0.064483	0.567822	-0.030607	14.643000	1.000000	86.791081	24.631500	470838.807810	4399134.399114	0.215375	-0.214926	0.013895	3.702128	1543481073.322546
0.064533	0.592737	0.031084	14.643000	1.000000	86.791443	24.631500	470838.806129	4399134.399189	0.220595	-0.220134	0.014249	3.702128	1543481073.330546
0.036066	0.615533	-0.016597	14.598000	1.000000	86.791661	24.763500	470838.804347	4399134.399299	0.225989	-0.225531	0.014384	3.723404	1543481073.338546
0.062775	0.639588	0.047341	14.598000	1.000000	86.792226	24.763500	470838.800655	4399134.399527	0.236987	-0.236509	0.015056	3.723404	1543481073.354546
0.059050	0.665313	0.048721	14.601000	1.000000	86.792579	24.846001	470838.798741	4399134.399646	0.242789	-0.242300	0.015400	3.744681	1543481073.362546
0.082001	0.630536	-0.035550	14.601000	1.000000	86.792947	24.846001	470838.796783	4399134.399768	0.248303	-0.247793	0.015907	3.744681	1543481073.370543
0.067474	0.617764	0.081014	14.547000	1.000000	86.793496	24.976500	470838.794780	4399134.399893	0.253731	-0.253207	0.016298	3.787234	1543481073.378546
0.044656	0.650602	-0.028905	14.547000	1.000000	86.794251	24.976500	470838.790640	4399134.400152	0.265210	-0.264684	0.016698	3.787234	1543481073.394546
0.059300	0.635992	0.091974	14.649000	1.000000	86.794662	25.051500	470838.788502	4399134.400284	0.270784	-0.270248	0.017032	3.787234	1543481073.402547
0.047224	0.661764	0.110390	14.649000	1.000000	86.795303	25.051500	470838.786319	4399134.400419	0.276562	-0.276022	0.017281	3.787234	1543481073.410546
0.057697	0.644796	-0.014766	14.644500	1.000000	86.795931	25.179001	470838.784090	4399134.400567	0.282193	-0.281643	0.017601	3.808511	1543481073.418546
0.044250	0.685104	0.098144	14.644500	1.000000	86.800263	25.179001	470838.779651	4399134.400700	0.292956	-0.292409	0.017905	3.808511	1543481073.434545
0.068865	0.690414	-0.015778	14.674500	1.000000	86.800797	25.372499	470838.777321	4399134.400843	0.298953	-0.298390	0.018335	3.851064	1543481073.442546
0.081389	0.691134	0.093447	14.674500	1.000000	86.801633	25.372499	470838.774942	4399134.400990	0.304969	-0.304385	0.018869	3.851064	1543481073.450547
0.053860	0.693972	0.084459	14.617500	1.000000	86.802530	25.495501	470838.772516	4399134.401141	0.311002	-0.310410	0.019184	3.872340	1543481073.458546
0.069179	0.650231	0.070151	14.617500	1.000000	86.804146	25.495501	470838.767524	4399134.401453	0.322450	-0.321825	0.020066	3.872340	1543481073.474546
0.046476	0.677105	0.053080	14.623500	1.000000	86.805192	25.566000	470838.764959	4399134.401614	0.328345	-0.327716	0.020313	3.872340	1543481073.482546
0.084749	0.682102	-0.062704	14.623500	1.000000	86.806028	25.566000	470838.762347	4399134.401778	0.334270	-0.333619	0.020864	3.872340	1543481073.490546
0.086749	0.702023	0.091010	14.620500	1.000000	86.806908	25.635000	470838.759687	4399134.401946	0.340370	-0.339694	0.021445	3.893617	1543481073.498544
0.064470	0.714006	-0.043035	14.620500	1.000000	86.809052	25.635000	470838.754219	4399134.402295	0.352766	-0.352066	0.022211	3.893617	1543481073.514546
0.037615	0.779786	0.121580	14.616000	1.000000	86.810284	25.752001	470838.751437	4399134.402323	0.359237	-0.358575	0.021792	3.914894	1543481073.522547
0.022096	0.792090	-0.024433	14.616000	1.000000	86.811352	25.752001	470838.748580	4399134.402484	0.366041	-0.365385	0.021892	3.914894	1543481073.530544
0.037354	0.751981	0.000825	14.674500	1.000000	86.812442	25.807501	470838.745667	4399134.402647	0.372533	-0.371877	0.022097	3.936170	1543481073.538547
0.026978	0.790710	0.120540	14.674500	1.000000	86.813639	25.807501	470838.742703	4399134.402812	0.379344	-0.378692	0.022240	3.936170	1543481073.546547
0.042077	0.711443	0.006694	14.662500	1.000000	86.815900	25.914000	470838.736617	4399134.403145	0.392008	-0.391353	0.022655	3.957447	1543481073.562546
0.028994	0.760546	0.039854	14.662500	1.000000	86.817088	25.914000	470838.733498	4399134.403315	0.398570	-0.397918	0.022798	3.957447	1543481073.570546
0.058263	0.739745	-0.102888	14.646000	1.000000	86.818092	25.965000	470838.730328	4399134.403487	0.404950	-0.404287	0.023160	3.957447	1543481073.578544
0.040546	0.783047	0.013899	14.646000	1.000000	86.820427	25.965000	470838.723830	4399134.403839	0.418162	-0.417486	0.023778	3.957447	1543481073.594545
0.062115	0.767485	-0.119857	14.596500	1.000000	86.821624	26.071501	470838.720501	4399134.404019	0.424766	-0.424077	0.024182	3.978723	1543481073.602547
0.036928	0.812911	0.160518	14.596500	1.000000	86.822828	26.071501	470838.717118	4399134.404202	0.431760	-0.431069	0.024415	3.978723	1543481073.610546
0.026305	0.793554	0.023006	14.613000	1.000000	86.823742	26.116501	470838.713680	4399134.404387	0.438584	-0.437896	0.024550	4.000000	1543481073.618547
0.045385	0.879271	0.191260	14.613000	1.000000	86.825651	26.116501	470838.706639	4399134.404763	0.452960	-0.452259	0.025184	4.000000	1543481073.634544
0.060867	0.826801	-0.086575	14.613000	1.000000	86.826605	26.116501	470838.703030	4399134.404956	0.460040	-0.459327	0.025605	4.000000	1543481073.642544
0.054020	0.809854	0.132279	14.613000	1.000000	86.827788	26.116501	470838.699366	4399134.405152	0.467007	-0.466284	0.025972	4.000000	1543481073.650544
0.042874	0.826821	0.088800	16.329000	1.000000	86.828906	26.216999	470838.695645	4399134.405351	0.474105	-0.473377	0.026256	4.000000	1543481073.658546
0.073485	0.808090	-0.181285	16.329000	1.000000	86.830035	26.216999	470838.691868	4399134.405553	0.481028	-0.480283	0.026765	4.000000	1543481073.666547
0.063854	0.771069	-0.028712	14.670000	1.000000	86.832549	26.248501	470838.684149	4399134.405970	0.494821	-0.494046	0.027679	4.000000	1543481073.682544
0.084384	0.812077	-0.046061	14.670000	1.000000	86.833896	26.248501	470838.680206	4399134.406185	0.501789	-0.500991	0.028281	4.000000	1543481073.690545
0.062333	0.911854	0.178213	14.556000	1.000000	86.835335	26.362499	470838.676205	4399134.406404	0.509577	-0.508764	0.028760	4.000000	1543481073.698547
0.067567	0.843864	0.162951	14.556000	1.000000	86.838405	26.362499	470838.668029	4399134.406853	0.523869	-0.523031	0.029624	4.000000	1543481073.714544
0.075991	0.862459	0.119201	14.622000	1.000000	86.840136	26.417999	470838.663856	4399134.407084	0.531249	-0.530391	0.030188	4.000000	1543481073.722540
0.081289	0.805948	-0.085890	14.622000	1.000000	86.842009	26.417999	470838.659621	4399134.407320	0.538169	-0.537289	0.030761	4.000000	1543481073.730546
0.071268	0.893998	0.232997	14.677500	1.000000	86.843794	26.528999	470838.655330	4399134.407560	0.545819	-0.544920	0.031304	4.000000	1543481073.738547
0.082504	0.901402	0.044577	14.677500	1.000000	86.847341	26.528999	470838.646567	4399134.408056	0.561084	-0.560141	0.032523	4.000000	1543481073.754546
0.057648	0.920689	0.144670	14.620500	1.000000	86.849273	26.575500	470838.642093	4399134.408311	0.568938	-0.567982	0.032965	4.000000	1543481073.762547
0.051013	0.870548	-0.153102	14.620500	1.000000	86.851283	26.575500	470838.637559	4399134.408569	0.576359	-0.575395	0.033320	4.000000	1543481073.770545
0.057574	0.937821	0.162087	14.617500	1.000000	86.853266	26.694000	470838.632963	4399134.408830	0.584352	-0.583375	0.033770	4.000000	1543481073.778545
0.056316	0.858698	-0.000572	14.617500	1.000000	86.857394	26.694000	470838.623585	4399134.409365	0.599219	-0.598220	0.034601	4.000000	1543481073.794547
0.047885	0.902799	0.171873	14.596500	1.000000	86.859388	26.731501	470838.618809	4399134.409637	0.606928	-0.605921	0.034956	4.000000	1543481073.802544
0.038433	0.838016	-0.132963	14.596500	1.000000	86.861448	26.731501	470838.613970	4399134.409912	0.614096	-0.613086	0.035197	4.000000	1543481073.810547
0.026483	0.910815	0.188896	14.527500	1.000000	86.863473	26.848499	470838.609074	4399134.410188	0.621874	-0.620866	0.035385	4.000000	1543481073.818547
0.055870	0.912980	-0.084659	14.527500	1.000000	86.867606	26.848499	470838.599029	4399134.410771	0.637507	-0.636485	0.036094	4.000000	1543481073.834547
0.053914	0.970938	0.170678	14.619000	1.000000	86.869730	26.893499	470838.593912	4399134.411067	0.645764	-0.644730	0.036526	4.000000	1543481073.842547
0.070049	0.918507	-0.174357	14.619000	1.000000	86.871844	26.893499	470838.588731	4399134.411367	0.653569	-0.652518	0.037051	4.000000	1543481073.850547
