a_x	a_y	a_z	brake	drive-status	front	gun	position_x	position_y	speed	speed_x	speed_y	steer	timestamp
0.054087	-0.145680	0.056366	19.660500	1.000000	86.503343	16.691999	470836.522716	4399134.453095	0.002877	0.002871	0.000186	2.723404	1543481258.250634
0.035578	-0.152140	0.046804	19.660500	1.000000	86.503288	16.677000	470836.522636	4399134.453136	0.003596	0.003596	-0.000026	2.808511	1543481258.258631
0.032900	-0.133251	0.033596	19.660500	1.000000	86.503381	16.677000	470836.522561	4399134.453175	0.004177	0.004170	-0.000251	2.808511	1543481258.266631
0.032452	-0.136114	-0.027513	19.660500	1.000000	86.503496	16.677000	470836.522425	4399134.453247	0.005372	0.005318	-0.000757	2.914894	1543481258.282631
0.045272	-0.138269	0.014590	19.660500	1.000000	86.503397	16.677000	470836.522364	4399134.453281	0.006006	0.005940	-0.000886	2.914894	1543481258.290634
0.055562	-0.142527	-0.012922	19.660500	1.000000	86.503455	16.533001	470836.522308	4399134.453314	0.006670	0.006604	-0.000936	3.021277	1543481258.298634
0.055878	-0.135143	-0.004884	19.660500	1.000000	86.503609	16.533001	470836.522212	4399134.453380	0.007900	0.007846	-0.000924	3.021277	1543481258.314631
0.073351	-0.109218	-0.105639	19.660500	1.000000	86.503532	16.596001	470836.522171	4399134.453413	0.008302	0.008261	-0.000818	3.148936	1543481258.322634
0.088694	-0.082586	-0.020848	19.660500	1.000000	86.503333	16.596001	470836.522132	4399134.453447	0.008483	0.008464	-0.000575	3.148936	1543481258.330634
0.073332	-0.078999	-0.018953	14.620500	1.000000	86.503248	16.629000	470836.522094	4399134.453483	0.008642	0.008630	-0.000452	3.255319	1543481258.338631
0.067113	-0.048416	-0.057127	14.620500	1.000000	86.503190	16.629000	470836.522057	4399134.453520	0.008560	0.008552	-0.000366	3.255319	1543481258.346634
0.072291	0.009570	-0.044220	14.626500	1.000000	86.503083	16.677000	470836.521974	4399134.453595	0.007547	0.007546	-0.000142	3.340425	1543481258.362634
0.059537	-0.002583	0.057778	14.626500	1.000000	86.503082	16.677000	470836.521927	4399134.453635	0.007088	0.007088	-0.000089	3.340425	1543481258.370633
0.063036	0.016555	0.028356	14.631000	1.000000	86.503107	17.794500	470836.521876	4399134.453674	0.006481	0.006481	-0.000000	3.382979	1543481258.378634
0.076005	-0.006718	0.006893	14.745000	1.000000	86.503176	18.049500	470836.521694	4399134.453800	0.005013	0.004995	0.000429	3.425532	1543481258.402634
0.068684	-0.017059	0.058684	14.745000	1.000000	86.503364	18.049500	470836.521719	4399134.453800	0.004688	0.004656	0.000547	3.425532	1543481258.410632
0.057105	-0.028576	0.017412	14.595000	1.000000	86.503472	18.297001	470836.521741	4399134.453801	0.004444	0.004408	0.000566	3.425532	1543481258.418634
0.066110	-0.019577	0.072966	14.595000	1.000000	86.503520	18.297001	470836.521779	4399134.453804	0.003900	0.003815	0.000808	3.425532	1543481258.434634
0.063873	-0.017563	0.020030	14.602500	1.000000	86.503667	18.559500	470836.521794	4399134.453807	0.003594	0.003483	0.000886	3.425532	1543481258.442632
0.047578	0.002682	0.122735	14.602500	1.000000	86.503827	18.559500	470836.521806	4399134.453810	0.003090	0.002971	0.000848	3.425532	1543481258.450634
0.045175	0.010291	0.040728	14.598000	1.000000	86.504097	18.811501	470836.521814	4399134.453813	0.002532	0.002405	0.000792	3.446809	1543481258.458634
0.020939	-0.006532	0.156117	14.598000	1.000000	86.504321	18.811501	470836.521817	4399134.453816	0.001581	0.001524	0.000423	3.446809	1543481258.474629
0.039369	-0.006642	0.022212	14.625000	1.000000	86.504421	19.063499	470836.521814	4399134.453815	0.001135	0.001092	0.000312	3.489362	1543481258.482631
0.036466	-0.013882	0.104796	14.625000	1.000000	86.504491	19.063499	470836.521807	4399134.453813	0.000730	0.000708	0.000176	3.489362	1543481258.490632
0.045891	-0.026409	0.063112	14.623500	1.000000	86.504601	19.327499	470836.521812	4399134.453815	0.000447	0.000434	0.000108	3.510638	1543481258.498632
0.050572	-0.055391	0.032772	14.623500	1.000000	86.504552	19.327499	470836.521815	4399134.453815	0.000401	0.000396	0.000063	3.510638	1543481258.506632
0.070163	-0.060337	0.020289	14.625000	1.000000	86.504596	19.587000	470836.521748	4399134.453809	0.001073	-0.001000	-0.000388	3.510638	1543481258.522631
0.068008	-0.068716	0.017732	14.625000	1.000000	86.504629	19.587000	470836.521704	4399134.453791	0.000969	-0.000921	-0.000302	3.510638	1543481258.530631
0.076997	-0.064073	-0.014848	14.583000	1.000000	86.504441	19.840500	470836.521661	4399134.453775	0.000884	-0.000873	-0.000142	3.531915	1543481258.538630
0.066060	-0.075953	-0.010611	14.583000	1.000000	86.504223	19.840500	470836.521580	4399134.453744	0.000490	-0.000489	-0.000030	3.531915	1543481258.554631
0.069249	-0.051666	-0.007903	14.598000	1.000000	86.504125	20.083500	470836.521540	4399134.453729	0.000549	-0.000544	0.000074	3.531915	1543481258.562631
0.051366	-0.059765	0.030048	14.598000	1.000000	86.503968	20.083500	470836.521500	4399134.453715	0.000547	-0.000546	0.000032	3.531915	1543481258.570632
0.056761	-0.063881	-0.032757	14.653500	1.000000	86.503888	20.594999	470836.521460	4399134.453700	0.000508	-0.000507	0.000030	3.531915	1543481258.578632
0.043777	-0.066654	-0.001542	14.653500	1.000000	86.503747	20.594999	470836.521382	4399134.453670	0.000373	-0.000342	-0.000151	3.531915	1543481258.594632
0.061465	-0.057121	-0.021385	14.652000	1.000000	86.501601	20.851500	470836.521202	4399134.453545	0.001845	-0.001524	-0.001040	3.531915	1543481258.602632
0.075545	-0.061863	-0.025525	14.652000	1.000000	86.501500	20.851500	470836.521104	4399134.453476	0.001739	-0.001493	-0.000892	3.531915	1543481258.610634
0.078422	-0.070058	-0.025476	14.673000	1.000000	86.501458	21.088499	470836.521007	4399134.453408	0.001572	-0.001395	-0.000724	3.531915	1543481258.618632
0.067794	-0.068101	-0.033471	14.673000	1.000000	86.501422	21.088499	470836.520910	4399134.453341	0.001465	-0.001317	-0.000641	3.531915	1543481258.626631
0.064597	-0.060951	-0.006549	14.649000	1.000000	86.501427	21.352501	470836.520716	4399134.453211	0.001419	-0.001363	-0.000396	3.531915	1543481258.642634
0.051703	-0.064883	-0.049689	14.649000	1.000000	86.501663	21.352501	470836.520620	4399134.453146	0.001388	-0.001317	-0.000440	3.531915	1543481258.650634
0.068476	-0.049353	-0.041367	14.649000	1.000000	86.501685	21.352501	470836.520523	4399134.453081	0.001430	-0.001388	-0.000343	3.531915	1543481258.658634
0.076278	-0.037467	-0.002880	14.649000	1.000000	86.501825	21.352501	470836.520328	4399134.452955	0.001591	-0.001590	-0.000054	3.531915	1543481258.674634
0.075884	-0.034866	0.023059	14.653500	1.000000	86.501886	21.622499	470836.520229	4399134.452894	0.001783	-0.001779	0.000112	3.553191	1543481258.682634
0.069754	-0.046064	0.004525	14.554500	1.000000	86.502030	21.877501	470836.520129	4399134.452834	0.001894	-0.001881	0.000223	3.553191	1543481258.690634
0.045934	-0.052923	0.052545	14.647500	1.000000	86.502167	22.138500	470836.520028	4399134.452774	0.001948	-0.001943	0.000142	3.553191	1543481258.698634
0.061341	-0.036980	-0.003758	14.647500	1.000000	86.502640	22.138500	470836.519822	4399134.452653	0.002294	-0.002289	0.000141	3.553191	1543481258.714635
0.053030	-0.042821	0.064109	14.554500	1.000000	86.502802	22.387501	470836.519717	4399134.452593	0.002433	-0.002430	0.000122	3.553191	1543481258.722633
0.050999	0.194271	-0.038306	14.554500	1.000000	86.503060	22.387501	470836.519489	4399134.452474	0.005289	-0.005280	0.000298	3.553191	1543481258.738636
0.023986	0.342110	-0.130023	14.578500	1.000000	86.503064	22.387501	470836.519348	4399134.452415	0.008492	-0.008489	0.000228	3.553191	1543481258.746632
0.011225	0.434104	-0.133382	14.578500	1.000000	86.503094	22.609501	470836.519179	4399134.452355	0.012442	-0.012441	0.000101	3.574468	1543481258.754634
0.017001	0.465282	-0.174960	14.578500	1.000000	86.502857	22.609501	470836.518976	4399134.452295	0.016635	-0.016635	0.000034	3.574468	1543481258.762634
0.044192	0.439872	-0.269062	14.578500	1.000000	86.502326	22.609501	470836.518742	4399134.452235	0.020604	-0.020604	0.000169	3.574468	1543481258.770635
0.072756	0.376188	-0.187186	14.622000	1.000000	86.501990	22.782000	470836.518477	4399134.452177	0.024064	-0.024058	0.000503	3.574468	1543481258.778634
0.075983	0.376847	-0.159293	14.622000	1.000000	86.501970	22.782000	470836.517868	4399134.452071	0.030798	-0.030769	0.001341	3.574468	1543481258.794631
0.032893	0.494977	-0.061622	14.601000	1.000000	86.502645	22.934999	470836.517139	4399134.451974	0.039198	-0.039166	0.001582	3.574468	1543481258.810633
0.017561	0.503600	-0.045538	14.601000	1.000000	86.503018	22.934999	470836.516722	4399134.451926	0.043705	-0.043678	0.001543	3.574468	1543481258.818630
0.024298	0.492170	-0.012962	14.626500	1.000000	86.503032	23.098499	470836.516269	4399134.451878	0.048127	-0.048102	0.001553	3.574468	1543481258.826634
0.074147	0.388604	0.036115	14.626500	1.000000	86.502710	23.098499	470836.515265	4399134.451788	0.055795	-0.055754	0.002138	3.574468	1543481258.842635
0.083888	0.326726	0.116759	14.647500	1.000000	86.502367	23.190001	470836.514722	4399134.451747	0.058891	-0.058836	0.002548	3.574468	1543481258.850631
0.092711	0.279199	0.091827	14.658000	1.000000	86.502103	23.337000	470836.514154	4399134.451709	0.061606	-0.061533	0.003005	3.574468	1543481258.858634
0.086537	0.291202	0.104129	14.658000	1.000000	86.502040	23.337000	470836.513566	4399134.451676	0.064420	-0.064330	0.003419	3.574468	1543481258.866634
0.033455	0.311179	0.097762	14.658000	1.000000	86.502617	23.337000	470836.512317	4399134.451613	0.070399	-0.070309	0.003554	3.574468	1543481258.882633
0.034524	0.314470	0.180811	14.557500	1.000000	86.503016	23.469000	470836.511657	4399134.451582	0.073410	-0.073323	0.003566	3.574468	1543481258.890634
0.028975	0.352380	0.129025	14.557500	1.000000	86.503363	23.469000	470836.510972	4399134.451552	0.076720	-0.076637	0.003550	3.574468	1543481258.898635
0.068667	0.423422	0.115613	14.604000	1.000000	86.503844	23.650499	470836.509551	4399134.451509	0.084290	-0.084192	0.004068	3.595745	1543481258.914635
0.068518	0.412837	0.044799	14.604000	1.000000	86.503884	23.650499	470836.508812	4399134.451499	0.088072	-0.087962	0.004395	3.595745	1543481258.922635
0.070287	0.407963	0.053076	14.673000	1.000000	86.503741	23.799000	470836.508044	4399134.451491	0.091816	-0.091694	0.004734	3.595745	1543481258.930635
0.071378	0.432195	0.086108	14.673000	1.000000	86.503686	23.799000	470836.507245	4399134.451487	0.095755	-0.095620	0.005094	3.595745	1543481258.938634
0.046457	0.517826	0.018792	14.625000	1.000000	86.504270	23.934000	470836.505548	4399134.451486	0.104526	-0.104374	0.005646	3.595745	1543481258.954635
0.040416	0.575370	0.016110	14.625000	1.000000	86.504482	23.934000	470836.504643	4399134.451489	0.109608	-0.109453	0.005826	3.595745	1543481258.962635
0.031670	0.571588	0.015644	14.604000	1.000000	86.504700	24.118500	470836.503698	4399134.451492	0.114660	-0.114506	0.005935	3.595745	1543481258.970635
0.031584	0.565983	-0.064464	14.604000	1.000000	86.504750	24.118500	470836.502712	4399134.451497	0.119661	-0.119509	0.006037	3.595745	1543481258.978635
0.083015	0.522887	-0.066979	14.608500	1.000000	86.504828	24.256500	470836.499574	4399134.451571	0.133808	-0.133620	0.007090	3.595745	1543481259.002635
0.086689	0.550663	0.013954	14.601000	1.000000	86.504986	24.418501	470836.498440	4399134.451677	0.140179	-0.139945	0.008082	3.617021	1543481259.010634
0.079528	0.549117	-0.090967	14.601000	1.000000	86.505250	24.418501	470836.497263	4399134.451761	0.145041	-0.144788	0.008558	3.617021	1543481259.018635
0.064508	0.596039	0.029690	14.574000	1.000000	86.506165	24.629999	470836.494790	4399134.451938	0.155335	-0.155054	0.009338	3.638298	1543481259.034635
0.063435	0.615658	-0.031673	14.574000	1.000000	86.506613	24.629999	470836.493491	4399134.452032	0.160734	-0.160440	0.009719	3.638298	1543481259.042635
0.048966	0.656612	0.056518	14.680500	1.000000	86.507004	24.820499	470836.492147	4399134.452128	0.166468	-0.166166	0.010009	3.638298	1543481259.050633
0.054039	0.660908	-0.002386	14.680500	1.000000	86.507260	24.820499	470836.490757	4399134.452228	0.172233	-0.171922	0.010338	3.638298	1543481259.058634
0.047393	0.650944	0.029805	14.653500	1.000000	86.507405	24.979500	470836.489322	4399134.452329	0.177921	-0.177604	0.010612	3.680851	1543481259.066635
0.067781	0.573984	0.027299	14.653500	1.000000	86.508143	24.979500	470836.486319	4399134.452541	0.188516	-0.188176	0.011309	3.680851	1543481259.082635
0.054924	0.540833	0.033990	14.631000	1.000000	86.510989	25.134001	470836.484754	4399134.452668	0.193395	-0.193051	0.011532	3.702128	1543481259.090635
0.051166	0.576359	0.009529	14.631000	1.000000	86.511473	25.134001	470836.483149	4399134.452777	0.198484	-0.198133	0.011797	3.702128	1543481259.098635
0.048079	0.608916	0.034951	14.575500	1.000000	86.512030	25.254000	470836.481503	4399134.452888	0.203834	-0.203477	0.012055	3.723404	1543481259.106634
0.048076	0.616646	0.049950	14.575500	1.000000	86.513060	25.254000	470836.478081	4399134.453116	0.214544	-0.214180	0.012495	3.723404	1543481259.122635
0.052445	0.655772	0.060128	14.575500	1.000000	86.513479	25.254000	470836.476304	4399134.453233	0.220272	-0.219899	0.012811	3.723404	1543481259.130635
0.044800	0.682586	0.001787	14.653500	1.000000	86.513914	25.420500	470836.474481	4399134.453353	0.226210	-0.225831	0.013078	3.723404	1543481259.138635
0.042337	0.726806	0.045606	14.626500	1.000000	86.514903	25.528500	470836.470689	4399134.453599	0.238620	-0.238232	0.013598	3.723404	1543481259.154635
0.040031	0.714362	-0.018299	14.626500	1.000000	86.515404	25.528500	470836.468718	4399134.453726	0.244811	-0.244419	0.013840	3.723404	1543481259.162634
0.045863	0.670430	0.059002	14.608500	1.000000	86.516108	25.618500	470836.466699	4399134.453855	0.250658	-0.250260	0.014111	3.744681	1543481259.170635
0.056029	0.648769	0.029801	14.608500	1.000000	86.516775	25.618500	470836.464634	4399134.453986	0.256327	-0.255919	0.014451	3.744681	1543481259.178635
0.066883	0.676265	-0.017952	14.581500	1.000000	86.517768	25.765499	470836.460367	4399134.454258	0.267961	-0.267527	0.015254	3.765957	1543481259.194635
0.057890	0.680117	0.005784	14.581500	1.000000	86.518248	25.765499	470836.458163	4399134.454399	0.273880	-0.273434	0.015624	3.765957	1543481259.202635
0.058795	0.690898	-0.005253	14.607000	1.000000	86.518832	25.865999	470836.455911	4399134.454544	0.279883	-0.279425	0.016005	3.787234	1543481259.210635
0.056887	0.704194	0.008653	14.607000	1.000000	86.519277	25.865999	470836.453612	4399134.454691	0.285993	-0.285524	0.016378	3.787234	1543481259.218634
0.044245	0.739443	0.056462	14.631000	1.000000	86.520297	26.016001	470836.448864	4399134.454994	0.298553	-0.298072	0.016932	3.808511	1543481259.234635
0.038496	0.758618	0.047132	14.631000	1.000000	86.520944	26.016001	470836.446413	4399134.455150	0.305103	-0.304618	0.017185	3.808511	1543481259.242635
0.038945	0.770857	0.026465	14.580000	1.000000	86.521641	26.106001	470836.443910	4399134.455307	0.311749	-0.311261	0.017448	3.829787	1543481259.250635
0.047322	0.770499	0.042291	14.580000	1.000000	86.522351	26.106001	470836.441353	4399134.455467	0.318394	-0.317898	0.017777	3.829787	1543481259.258635
0.058051	0.763741	0.001922	14.631000	1.000000	86.524034	26.248501	470836.436083	4399134.455795	0.331488	-0.330972	0.018492	3.829787	1543481259.274635
0.067021	0.753799	0.030425	14.631000	1.000000	86.524939	26.248501	470836.433369	4399134.455965	0.337998	-0.337465	0.018970	3.829787	1543481259.282635
0.056081	0.735579	0.008546	14.604000	1.000000	86.525740	26.329500	470836.430605	4399134.456138	0.344359	-0.343814	0.019351	3.851064	1543481259.290634
0.063425	0.749238	-0.039486	14.604000	1.000000	86.526539	26.329500	470836.427789	4399134.456314	0.350827	-0.350268	0.019795	3.872340	1543481259.298634
0.061592	0.785227	0.028502	14.551500	1.000000	86.529402	26.475000	470836.419023	4399134.456867	0.370939	-0.370338	0.021111	3.893617	1543481259.322635
0.060423	0.803591	0.015763	14.551500	1.000000	86.530380	26.475000	470836.415994	4399134.457058	0.377846	-0.377231	0.021559	3.893617	1543481259.330635
0.060264	0.816298	0.025372	14.581500	1.000000	86.531347	26.664000	470836.412908	4399134.457253	0.384856	-0.384226	0.022013	3.914894	1543481259.338635
0.062197	0.817620	0.011429	14.581500	1.000000	86.533565	26.664000	470836.406569	4399134.457656	0.398984	-0.398322	0.022976	3.914894	1543481259.354635
0.054063	0.809602	0.076238	14.653500	1.000000	86.534891	26.664000	470836.403315	4399134.457863	0.405943	-0.405270	0.023378	3.914894	1543481259.362635
0.064293	0.834904	-0.000413	14.653500	1.000000	86.536250	26.664000	470836.400005	4399134.458074	0.413099	-0.412409	0.023871	3.914894	1543481259.370635
0.049980	0.830344	0.004126	14.653500	1.000000	86.537601	26.673000	470836.396638	4399134.458289	0.420220	-0.419520	0.024248	3.936170	1543481259.378635
0.049103	0.854572	0.009984	14.653500	1.000000	86.540099	26.673000	470836.389733	4399134.458726	0.434633	-0.433918	0.024922	3.936170	1543481259.394633
0.039423	0.852362	0.025016	14.577000	1.000000	86.541437	26.736000	470836.386194	4399134.458950	0.441930	-0.441210	0.025225	3.936170	1543481259.402632
0.039436	0.847735	0.034593	14.694000	1.000000	86.542745	26.863501	470836.382632	4399134.459163	0.449196	-0.448470	0.025527	3.957447	1543481259.410636
0.038560	0.869184	0.036719	14.577000	1.000000	86.544059	26.944500	470836.379015	4399134.459379	0.456627	-0.455895	0.025831	3.957447	1543481259.418633
0.031886	0.870232	-0.014403	14.577000	1.000000	86.546937	26.944500	470836.371598	4399134.459818	0.471634	-0.470899	0.026320	3.957447	1543481259.434634
0.030900	0.842131	0.034300	14.595000	1.000000	86.548283	27.120001	470836.367801	4399134.460040	0.478852	-0.478115	0.026550	3.957447	1543481259.442635
0.049579	0.859372	-0.013974	14.595000	1.000000	86.549628	27.120001	470836.363946	4399134.460266	0.486203	-0.485456	0.026935	3.957447	1543481259.450635
0.058275	0.882583	0.014239	14.595000	1.000000	86.551072	27.120001	470836.360031	4399134.460495	0.493742	-0.492981	0.027402	3.978723	1543481259.458635
0.065083	0.893679	0.020142	14.595000	1.000000	86.553914	27.120001	470836.352023	4399134.460965	0.508782	-0.507990	0.028377	3.978723	1543481259.474635
0.059367	0.951196	0.025480	14.574000	1.000000	86.555269	27.193501	470836.347926	4399134.461206	0.516870	-0.516062	0.028885	3.978723	1543481259.482634
0.064044	0.947962	0.049451	14.574000	1.000000	86.558231	27.193501	470836.339543	4399134.461709	0.533152	-0.532308	0.030000	3.978723	1543481259.498635
0.051984	0.935962	0.029309	14.577000	1.000000	86.559914	27.444000	470836.335256	4399134.461967	0.541119	-0.540262	0.030442	3.978723	1543481259.506635
0.062584	0.918734	0.006040	14.580000	1.000000	86.563009	27.493500	470836.326406	4399134.462566	0.558134	-0.557212	0.032061	3.978723	1543481259.522634
0.061749	0.897221	0.022203	14.580000	1.000000	86.564598	27.493500	470836.321890	4399134.462856	0.565792	-0.564854	0.032560	3.978723	1543481259.530636
0.058663	0.893971	0.015609	14.628000	1.000000	86.566268	27.751499	470836.317317	4399134.463150	0.573418	-0.572465	0.033033	3.978723	1543481259.538632
0.069224	0.895959	0.044881	14.643000	1.000000	86.569831	27.789000	470836.307982	4399134.463751	0.588703	-0.587717	0.034057	3.978723	1543481259.554635
0.060729	0.901947	0.078224	14.643000	1.000000	86.571624	27.789000	470836.303225	4399134.464057	0.596399	-0.595397	0.034552	3.978723	1543481259.562634
0.046276	0.961150	0.047421	14.596500	1.000000	86.573379	27.847500	470836.298402	4399134.464368	0.604570	-0.603558	0.034959	3.978723	1543481259.570635
0.041221	1.027358	0.055658	14.596500	1.000000	86.575130	27.847500	470836.293514	4399134.464682	0.613267	-0.612247	0.035357	3.978723	1543481259.578633
0.036860	1.062313	0.003899	14.596500	1.000000	86.578810	27.847500	470836.283523	4399134.465320	0.631184	-0.630151	0.036085	3.978723	1543481259.594635
0.047622	1.013941	0.020220	14.596500	1.000000	86.580641	27.999001	470836.278422	4399134.465644	0.639774	-0.638731	0.036525	3.978723	1543481259.602635
0.059811	0.975278	0.001855	14.596500	1.000000	86.583518	27.999001	470836.273356	4399134.466187	0.647153	-0.646022	0.038258	3.978723	1543481259.610635
0.064108	0.964095	-0.024277	14.574000	1.000000	86.585345	28.006500	470836.268157	4399134.466588	0.655342	-0.654192	0.038804	3.978723	1543481259.618635
